ID,诗名,花名,朝代,正文_preview,ccpoem_top5,ccpoem_top10,ccpoem_top10_with_score,ccpoem_cls_l2
545,紫躑躅,杜鹃,唐,紫躑躅， 文君新寡乍归来，我从相识便相怜，去年春别湘水头，迢迢远在青山上，愿为朝,躅、拢、山、绿、怨,躅 拢 山 绿 怨 怜 湘 轻 裙 玉,"[[""躅"", 0.021360518410801888], [""拢"", 0.02029627375304699], [""山"", 0.017168566584587097], [""绿"", 0.01568484678864479], [""怨"", 0.015191208571195602], [""怜"", 0.012423934414982796], [""湘"", 0.012366041541099548], [""轻"", 0.011786306276917458], [""裙"", 0.011472142301499844], [""玉"", 0.011173666454851627]]",25.432098
546,山石榴寄元九,杜鹃,唐,山石榴，一名山躑躅， 一名杜鵑花，杜鵑啼時花撲撲。 九江三月杜鵑來，一聲催得一枝,物、月、姹、山、石,物 月 姹 山 石 人 花 商 榴 春,"[[""物"", 0.012450721114873886], [""月"", 0.008006051182746887], [""姹"", 0.00752560980618], [""山"", 0.006614575162529945], [""石"", 0.006260544527322054], [""人"", 0.0059598577208817005], [""花"", 0.0058693187311291695], [""商"", 0.005388891324400902], [""榴"", 0.004926293157041073], [""春"", 0.0048036458902060986]]",25.574789
547,杜鹃花,杜鹃,唐,社鹃花与鸟， 怨艳两何赊。 疑是口中血， 滴成枝上花。一声寒食夜， 数朵野僧家。,花、豹、寒、枝、鸟,花 豹 寒 枝 鸟 夜 鹃 怨 血 谢,"[[""花"", 0.047556933015584946], [""豹"", 0.042005788534879684], [""寒"", 0.03775126859545708], [""枝"", 0.035986147820949554], [""鸟"", 0.03584767505526543], [""夜"", 0.03516446426510811], [""鹃"", 0.0324922576546669], [""怨"", 0.031095586717128754], [""血"", 0.028443776071071625], [""谢"", 0.028063345700502396]]",25.47728
548,玉泉寺南三里涧下多深红躑躅，繁艳殊常,杜鹃,唐,玉泉南涧花奇怪， 不似花丛似火堆。今日多情唯我到， 每年无故为谁开？宁辞辛苦行三,涧、弦、花、玉、泉,涧 弦 花 玉 泉 舞 火 杯 情 丛,"[[""涧"", 0.05981443449854851], [""弦"", 0.05322219058871269], [""花"", 0.04325074329972267], [""玉"", 0.03885619714856148], [""泉"", 0.03593062609434128], [""舞"", 0.03309056907892227], [""火"", 0.029909320175647736], [""杯"", 0.02979046292603016], [""情"", 0.02893783710896969], [""丛"", 0.026503100991249084]]",25.555201
549,杜鹃花,杜鹃,宋,愁锁巴云往事空， 只将遗恨寄芳丛。 归心千古终难白， 啼血万山都是红。 枝带翠烟,烟、事、山、血、枝,烟 事 山 血 枝 云 水 飞 心 风,"[[""烟"", 0.03501487150788307], [""事"", 0.03238275647163391], [""山"", 0.030741846188902855], [""血"", 0.028599707409739494], [""枝"", 0.028515424579381943], [""云"", 0.026863763108849525], [""水"", 0.024791818112134933], [""飞"", 0.024171441793441772], [""心"", 0.023785704746842384], [""风"", 0.022997625172138214]]",25.438301
550,宣城见杜鹃花,杜鹃,唐,蜀国曾闻子规鸟， 宣城还见杜鹃花。 一叫一回肠一断， 三春三月忆三巴。,花、城、鹃、国、春,花 城 鹃 国 春 月 蜀 肠 叫 忆,"[[""花"", 0.07874338328838348], [""城"", 0.06777750700712204], [""鹃"", 0.05995136871933937], [""国"", 0.0444757454097271], [""春"", 0.041793398559093475], [""月"", 0.039613887667655945], [""蜀"", 0.038535743951797485], [""肠"", 0.038385115563869476], [""叫"", 0.03721873089671135], [""忆"", 0.03610307350754738]]",25.512661
551,寄李渤,杜鹃,唐,五度溪头躑躅红， 嵩阳寺里讲时钟。春山处处行应好， 一月看花到几峰？ ,溪、躅、花、五、春,溪 躅 花 五 春 山 红 月 钟 阳,"[[""溪"", 0.07897437363862991], [""躅"", 0.07779800891876221], [""花"", 0.0694546177983284], [""五"", 0.06936132162809372], [""春"", 0.06820032745599747], [""山"", 0.05256655067205429], [""红"", 0.04582041874527931], [""月"", 0.045751094818115234], [""钟"", 0.043703652918338776], [""阳"", 0.03909521549940109]]",25.44721
552,戏问山石榴,杜鹃,唐,小树山榴近砌栽， 半含红萼带花来。 争知司马夫人妒， 移到庭前便不开。 ,榴、马、山、庭、妒,榴 马 山 庭 妒 小 司 砌 萼 含,"[[""榴"", 0.14947566390037537], [""马"", 0.07627080380916595], [""山"", 0.07014937698841095], [""庭"", 0.05116456001996994], [""妒"", 0.04983154684305191], [""小"", 0.045018427073955536], [""司"", 0.04461396858096123], [""砌"", 0.03698229044675827], [""萼"", 0.030735962092876434], [""含"", 0.02757832780480385]]",25.474228
553,山石榴,杜鹃,唐,似火山榴映小山， 繁中能薄艳中闲。一朵佳人玉钗上， 只疑烧却翠云鬟！,翠、云、榴、钗、鬟,翠 云 榴 钗 鬟 玉 山 上 人 中,"[[""翠"", 0.12035465240478516], [""云"", 0.1027812585234642], [""榴"", 0.08804365247488022], [""钗"", 0.06764737516641617], [""鬟"", 0.06746934354305267], [""玉"", 0.040895551443099976], [""山"", 0.038596011698246], [""上"", 0.033339474350214005], [""人"", 0.03180667757987976], [""中"", 0.030297208577394485]]",25.538286
554,叹灵鹫寺山石榴,杜鹃,唐,水蝶岩蜂俱不知， 露红凝艳数千枝。 山深春晚无人赏， 即是杜鹃催落时。,蜂、露、山、岩、蝶,蜂 露 山 岩 蝶 春 枝 鹃 人 落,"[[""蜂"", 0.14023363590240479], [""露"", 0.08471626788377762], [""山"", 0.0695381835103035], [""岩"", 0.06902468949556351], [""蝶"", 0.06843896955251694], [""春"", 0.04860200732946396], [""枝"", 0.04284192994236946], [""鹃"", 0.0406874381005764], [""人"", 0.036870405077934265], [""落"", 0.028003409504890442]]",25.56736
555,送杜鹃花,杜鹃,唐,春红始谢又秋红， 息国亡来入楚宫。 应是蜀冤啼不尽， 更凭颜色诉西风。,更、风、应、尽、是,更 风 应 尽 是 不 又 始 红 西,"[[""更"", 0.060982100665569305], [""风"", 0.05353527143597603], [""应"", 0.04496108740568161], [""尽"", 0.042067501693964005], [""是"", 0.03324628993868828], [""不"", 0.03274465352296829], [""又"", 0.03261309862136841], [""始"", 0.03215835243463516], [""红"", 0.0315486304461956], [""西"", 0.03060697764158249]]",25.518383
556,杜鹃花,杜鹃,宋,何须名苑看春风， 一路山花不负侬。 日日锦江呈锦样， 清溪倒照映山红。,江、花、溪、山、锦,江 花 溪 山 锦 红 须 照 名 苑,"[[""江"", 0.06115437299013138], [""花"", 0.05214229226112366], [""溪"", 0.05025646463036537], [""山"", 0.04724549502134323], [""锦"", 0.039949432015419006], [""红"", 0.037027426064014435], [""须"", 0.03468816354870796], [""照"", 0.034037183970212936], [""名"", 0.03379036858677864], [""苑"", 0.03083191253244877]]",25.550591
557,杜鹃花,杜鹃,清,杜鹃花发杜鹃啼， 似血如硃一抹齐。应是留春留不住， 夜深风露也含凄！,鹃、露、春、夜、风,鹃 露 春 夜 风 啼 血 花 含 凄,"[[""鹃"", 0.06931107491254807], [""露"", 0.06472650915384293], [""春"", 0.054085977375507355], [""夜"", 0.05118212103843689], [""风"", 0.0482962504029274], [""啼"", 0.04388192668557167], [""血"", 0.03844010457396507], [""花"", 0.0357842817902565], [""含"", 0.03283524885773659], [""凄"", 0.03236481547355652]]",25.500481
558,浪淘沙,杜鹃,宋,啼魄一天涯，怨入芳华。可怜零血染烟霞。记得西风秋露冷，曾浼司花。 明月满窗纱，倦,霞、月、烟、血、花,霞 月 烟 血 花 魄 一 露 怨 冷,"[[""霞"", 0.03936362266540527], [""月"", 0.03264055773615837], [""烟"", 0.029001859948039055], [""血"", 0.027229776605963707], [""花"", 0.025834007188677788], [""魄"", 0.02575751580297947], [""一"", 0.024303289130330086], [""露"", 0.02372877486050129], [""怨"", 0.022129345685243607], [""冷"", 0.019994959235191345]]",25.483894
559,定风波,杜鹃,宋,百紫千红过了春，杜鹃声苦不堪闻。却解啼教春小住。风雨，空山招得海棠魂。 一似蜀宫,雨、山、血、染、风,雨 山 血 染 风 春 红 日 解 啼,"[[""雨"", 0.04025571793317795], [""山"", 0.030716393142938614], [""血"", 0.026267345994710922], [""染"", 0.02540685422718525], [""风"", 0.019682353362441063], [""春"", 0.01761765219271183], [""红"", 0.017553238198161125], [""日"", 0.017400220036506653], [""解"", 0.016689736396074295], [""啼"", 0.01667734421789646]]",25.599819
560,山枇杷,杜鹃,唐,深山老去惜年华， 况对东溪野枇杷。 火树风来翻绛焰， 琼枝日出晒红纱。 回看桃李,溪、山、映、绛、李,溪 山 映 绛 李 蓉 枇 红 杷 人,"[[""溪"", 0.07635441422462463], [""山"", 0.05240955948829651], [""映"", 0.032720353454351425], [""绛"", 0.02806304395198822], [""李"", 0.027254881337285042], [""蓉"", 0.026999013498425484], [""枇"", 0.024925492703914642], [""红"", 0.022901305928826332], [""杷"", 0.02143324352800846], [""人"", 0.020608248189091682]]",25.492468
561,唐昌观玉蕊花拆，有仙人游，怅然成二绝(其二),玉蕊花,唐,羽车潜下玉龟山， 尘世何由睹蕣颜。 唯有多情枝上雪， 好风吹缀绿云囊。 ,云、雪、龟、风、车,云 雪 龟 风 车 囊 绿 玉 枝 山,"[[""云"", 0.06491797417402267], [""雪"", 0.06307744979858398], [""龟"", 0.05944190174341202], [""风"", 0.051020413637161255], [""车"", 0.0495084747672081], [""囊"", 0.04366706311702728], [""绿"", 0.040172021836042404], [""玉"", 0.038988273590803146], [""枝"", 0.037686530500650406], [""山"", 0.03621609881520271]]",25.598103
562,和严给事闻唐昌观玉蕊花下有游仙二首(其一),玉蕊花,唐,玉女来看玉树花， 异香先引七香车。 攀枝弄雪时回首， 惊怪人间日易斜。,雪、玉、香、花、车,雪 玉 香 花 车 引 枝 斜 看 惊,"[[""雪"", 0.09459668397903442], [""玉"", 0.08636010438203812], [""香"", 0.07207995653152466], [""花"", 0.05887068063020706], [""车"", 0.057926245033741], [""引"", 0.03776698559522629], [""枝"", 0.03574604541063309], [""斜"", 0.033816516399383545], [""看"", 0.03347630426287651], [""惊"", 0.028595853596925735]]",25.518242
563,唐昌观玉蕊花,玉蕊花,唐,一树笼葱玉刻成， 飘廊点地色轻轻。 女冠夜觅香来处， 唯见阶前碎月明。,廊、冠、葱、月、阶,廊 冠 葱 月 阶 香 刻 玉 飘 轻,"[[""廊"", 0.1134164109826088], [""冠"", 0.09841566532850266], [""葱"", 0.09773355722427368], [""月"", 0.06284717470407486], [""阶"", 0.06268392503261566], [""香"", 0.06073310226202011], [""刻"", 0.044803909957408905], [""玉"", 0.043278202414512634], [""飘"", 0.039461009204387665], [""轻"", 0.03670459985733032]]",25.564672
564,赋虞美人草,虞美人,宋,夜阑浩歌起， 玉帐生悲风。 江东可千里， 弃妾蓬蒿中。 化石哪解语， 作草犹可舞,蒿、夜、江、玉、蓬,蒿 夜 江 玉 蓬 妾 望 歌 语 草,"[[""蒿"", 0.12611164152622223], [""夜"", 0.0790175125002861], [""江"", 0.05019334703683853], [""玉"", 0.044317420572042465], [""蓬"", 0.0423552468419075], [""妾"", 0.03399327024817467], [""望"", 0.031341105699539185], [""歌"", 0.028231153264641762], [""语"", 0.023345762863755226], [""草"", 0.02294890396296978]]",25.650488
565,虞美人花,虞美人,清,楚汉今俱没， 君坟草尚存。 几枝亡国恨， 千载美人魂。 影弱还如舞， 花娇欲有言,花、汉、枝、恩、娇,花 汉 枝 恩 娇 国 人 恨 载 魂,"[[""花"", 0.08303910493850708], [""汉"", 0.04263700544834137], [""枝"", 0.04198572784662247], [""恩"", 0.038554806262254715], [""娇"", 0.03336194157600403], [""国"", 0.029502131044864655], [""人"", 0.028205053880810738], [""恨"", 0.02819766104221344], [""载"", 0.02509927935898304], [""魂"", 0.02418890781700611]]",25.581205
566,咏虞美人草,虞美人,明,楚宫人去霸图移， 剩有芳名寄一枝。 浥露晚妆余涕泪， 临风夜舞忆腰肢。 乍翻尚自,泪、露、葵、风、绿,泪 露 葵 风 绿 涕 腰 蒿 名 图,"[[""泪"", 0.04640677571296692], [""露"", 0.032449714839458466], [""葵"", 0.028844960033893585], [""风"", 0.02694612182676792], [""绿"", 0.025072632357478142], [""涕"", 0.02469826117157936], [""腰"", 0.022482523694634438], [""蒿"", 0.021518681198358536], [""名"", 0.02084793522953987], [""图"", 0.019597522914409637]]",25.420538
567,咏虞美人草,虞美人,宋,鲁公死后一抔荒， 谁与竿头荐一觞？妾愿得生坟土上， 日翻舞袖向君王。,竿、觞、坟、舞、荒,竿 觞 坟 舞 荒 头 袖 土 王 鲁,"[[""竿"", 0.08806842565536499], [""觞"", 0.05282002314925194], [""坟"", 0.05249866098165512], [""舞"", 0.0473889522254467], [""荒"", 0.0407373309135437], [""头"", 0.035734016448259354], [""袖"", 0.03557756543159485], [""土"", 0.03186647966504097], [""王"", 0.03151799738407135], [""鲁"", 0.029964787885546684]]",25.522699
568,咏虞美人草,虞美人,宋,霸业将衰汉业兴， 佳人玉帐醉难醒。 可怜血染原头草， 直至如今舞不停。,业、草、血、染、玉,业 草 血 染 玉 帐 怜 舞 衰 原,"[[""业"", 0.08152028918266296], [""草"", 0.06848162412643433], [""血"", 0.06823848187923431], [""染"", 0.06378810852766037], [""玉"", 0.05820669233798981], [""帐"", 0.04834933206439018], [""怜"", 0.04074319452047348], [""舞"", 0.03715289756655693], [""衰"", 0.02932284213602543], [""原"", 0.02861914224922657]]",25.582499
569,虞美人,虞美人,清,君王意气尽江东， 贱妾何堪入汉宫！碧血化为江上草， 花开更比杜鹃红。,花、血、鹃、碧、江,花 血 鹃 碧 江 气 草 红 意 汉,"[[""花"", 0.1076011061668396], [""血"", 0.08778700232505798], [""鹃"", 0.08440061658620834], [""碧"", 0.0829392671585083], [""江"", 0.045974522829055786], [""气"", 0.04414292797446251], [""草"", 0.0410747192800045], [""红"", 0.03574645146727562], [""意"", 0.03108285181224346], [""汉"", 0.029270470142364502]]",25.566723
570,虞美人,虞美人,宋,歌唇乍启尘飞处，翠叶轻轻举。似呈舞态逞娇容，嫩条纤丽玉玲珑，怯秋风。 虞姬珠翠兵,认、戈、秋、露、莫,认 戈 秋 露 莫 舞 泪 红 娇 条,"[[""认"", 0.0324622206389904], [""戈"", 0.02859003283083439], [""秋"", 0.027280349284410477], [""露"", 0.025161918252706528], [""莫"", 0.024015236645936966], [""舞"", 0.019775783643126488], [""泪"", 0.0189508143812418], [""红"", 0.018389033153653145], [""娇"", 0.01712334342300892], [""条"", 0.016833728179335594]]",25.54628
571,浪淘沙,虞美人,宋,不肯过江东，玉帐匆匆。至今草木忆英雄。唱着虞兮当日曲，便舞春风。 儿女此情同，往,瞳、风、竹、泪、湘,瞳 风 竹 泪 湘 胧 朦 帐 娥 英,"[[""瞳"", 0.04548529535531998], [""风"", 0.03612638637423515], [""竹"", 0.03246834874153137], [""泪"", 0.029435550794005394], [""湘"", 0.025841960683465004], [""胧"", 0.024816066026687622], [""朦"", 0.024811910465359688], [""帐"", 0.02457173727452755], [""娥"", 0.023432688787579536], [""英"", 0.022256605327129364]]",25.546684
572,米囊花,罂粟,宋,鸟语蜂喧蝶亦忙， 争传天诏诏花王。 东君羽卫无供给， 探借春风十日粮。,花、卫、羽、鸟、诏,花 卫 羽 鸟 诏 风 君 蝶 蜂 喧,"[[""花"", 0.10842817276716232], [""卫"", 0.05759672075510025], [""羽"", 0.04927081987261772], [""鸟"", 0.0429239496588707], [""诏"", 0.03897547721862793], [""风"", 0.03894936665892601], [""君"", 0.037002261728048325], [""蝶"", 0.036945708096027374], [""蜂"", 0.030442750081419945], [""喧"", 0.028731785714626312]]",25.523254
573,罂粟花,罂粟,清,炊烟时或断贫家， 晓起俄看五色霞。 任尔侏儒夸独饱， 篱头已放米囊花。,花、霞、烟、侏、五,花 霞 烟 侏 五 儒 头 贫 看 晓,"[[""花"", 0.0888047069311142], [""霞"", 0.0816408321261406], [""烟"", 0.07699865102767944], [""侏"", 0.0674808919429779], [""五"", 0.06719445437192917], [""儒"", 0.045453593134880066], [""头"", 0.0438956692814827], [""贫"", 0.04359804093837738], [""看"", 0.036550123244524], [""晓"", 0.0315704271197319]]",25.45298
574,含笑花,含笑,宋,菖蒲节序芰荷时， 翠羽衣裳白玉肌。 暗折花房须日暮， 遥将香气报人知。 半开微吐,房、蒲、花、眉、荷,房 蒲 花 眉 荷 脆 翠 叶 宝 枝,"[[""房"", 0.07300889492034912], [""蒲"", 0.05672586336731911], [""花"", 0.052807774394750595], [""眉"", 0.045107223093509674], [""荷"", 0.03431246429681778], [""脆"", 0.03422766178846359], [""翠"", 0.03316153585910797], [""叶"", 0.027243226766586304], [""宝"", 0.023870958015322685], [""枝"", 0.023179415613412857]]",25.527647
575,含 笑,含笑,宋,自有嫣然态， 风前欲笑人。 涓涓朝泣露， 盎盎夜生春。,夜、露、泣、涓、春,夜 露 泣 涓 春 风 盎 嫣 生 人,"[[""夜"", 0.11896650493144989], [""露"", 0.11136006563901901], [""泣"", 0.07746522128582001], [""涓"", 0.06924449652433395], [""春"", 0.04911180958151817], [""风"", 0.04728510603308678], [""盎"", 0.045558854937553406], [""嫣"", 0.04257768392562866], [""生"", 0.02329702489078045], [""人"", 0.02309543266892433]]",25.490717
576,闻傅氏庄紫笑花开，急棹小舟观之,含笑,宋,日长无奈清愁处， 醉里来寻紫笑香。 漫道闲人无一事， 逢春也作蜜蜂忙。,蜜、蜂、愁、紫、清,蜜 蜂 愁 紫 清 人 道 春 香 笑,"[[""蜜"", 0.14261800050735474], [""蜂"", 0.11163131892681122], [""愁"", 0.09803422540426254], [""紫"", 0.054534878581762314], [""清"", 0.049887679517269135], [""人"", 0.04309678450226784], [""道"", 0.03662386164069176], [""春"", 0.03416096419095993], [""香"", 0.033908188343048096], [""笑"", 0.029875433072447777]]",25.612186
577,含笑花,含笑,宋,献花佳人绝可怜， 姿姿/辅巧承颧。 一枝不用千金买， 雨洗风吹却粲然。,花、人、吹、洗、风,花 人 吹 洗 风 金 承 辅 枝 佳,"[[""花"", 0.09845767170190811], [""人"", 0.06665781140327454], [""吹"", 0.05519963055849075], [""洗"", 0.05181990563869476], [""风"", 0.042728304862976074], [""金"", 0.042157262563705444], [""承"", 0.03979330137372017], [""辅"", 0.03734716773033142], [""枝"", 0.036514848470687866], [""佳"", 0.03600552678108215]]",25.633135
578,咏慎郎中园木香,木香,宋,仙子霓裳曳紺霞， 琼姬仍坐碧云车。 谁知十日春归去， 独有春风在慎家。,风、仙、霞、子、云,风 仙 霞 子 云 春 谁 有 车 慎,"[[""风"", 0.05488443374633789], [""仙"", 0.04219716414809227], [""霞"", 0.03633078560233116], [""子"", 0.03450573980808258], [""云"", 0.03412630781531334], [""春"", 0.0340484157204628], [""谁"", 0.03391185402870178], [""有"", 0.03303372859954834], [""车"", 0.03199212998151779], [""慎"", 0.03189327195286751]]",25.563221
579,木 香,木香,宋,广寒宫阙玉楼台， 露里移根月里栽。 品格虽同香气俗， 如何却共牡丹开。,寒、露、阙、气、根,寒 露 阙 气 根 香 格 广 台 俗,"[[""寒"", 0.11968299746513367], [""露"", 0.08588452637195587], [""阙"", 0.0675632655620575], [""气"", 0.04580388218164444], [""根"", 0.04522686451673508], [""香"", 0.04465125873684883], [""格"", 0.03718326985836029], [""广"", 0.03587082028388977], [""台"", 0.035722650587558746], [""俗"", 0.03309425711631775]]",25.58145
580,司直巡官无绪移到玫瑰花,玫瑰,唐,芳菲移自越王台， 最似蔷薇好并栽。 浓艳尽怜胜彩绘， 嘉名谁赠作玫瑰。 春成锦绣,风、苔、彩、蔷、天,风 苔 彩 蔷 天 苍 瑶 菲 瑰 怜,"[[""风"", 0.0574786402285099], [""苔"", 0.03732413053512573], [""彩"", 0.025165509432554245], [""蔷"", 0.024008193984627724], [""天"", 0.023484384641051292], [""苍"", 0.02196984551846981], [""瑶"", 0.021826550364494324], [""菲"", 0.019993925467133522], [""瑰"", 0.019257184118032455], [""怜"", 0.018861660733819008]]",25.550127
581,红玫瑰,玫瑰,宋,非关月季姓名同， 不与蔷薇谱牒通。 接叶连枝千万绿， 一花两色浅深红。 风流各自,叶、胭、关、蔷、沉,叶 胭 关 蔷 沉 水 露 风 薰 国,"[[""叶"", 0.036692459136247635], [""胭"", 0.035851091146469116], [""关"", 0.03486880287528038], [""蔷"", 0.03196008875966072], [""沉"", 0.02928183786571026], [""水"", 0.027088627219200134], [""露"", 0.02519039623439312], [""风"", 0.024078380316495895], [""薰"", 0.023701975122094154], [""国"", 0.023652521893382072]]",25.515562
582,合欢诗,合欢,晋,南邻有奇树， 承春挺素华。 丰翘披长条， 绿叶蔽朱柯。 因风吐徽音， 芳气入紫霞,叶、邻、南、条、宅,叶 邻 南 条 宅 根 木 丰 夕 紫,"[[""叶"", 0.0361151322722435], [""邻"", 0.029692236334085464], [""南"", 0.029238086193799973], [""条"", 0.019872581586241722], [""宅"", 0.018511921167373657], [""根"", 0.01848255656659603], [""木"", 0.01741815358400345], [""丰"", 0.017068982124328613], [""夕"", 0.01651557721197605], [""紫"", 0.015948468819260597]]",25.438131
583,东墙夜合树去秋为风雨所摧，今年花时，帐然有感,合欢,唐,碧荑红缕今何在？. 风雨飘将去不回。 惆帐去年墙下地， 今春惟有荠花开。,荠、墙、雨、飘、花,荠 墙 雨 飘 花 碧 帐 缕 荑 惟,"[[""荠"", 0.15277943015098572], [""墙"", 0.08131089806556702], [""雨"", 0.06834904104471207], [""飘"", 0.05087408423423767], [""花"", 0.04721164330840111], [""碧"", 0.04190133139491081], [""帐"", 0.03555131331086159], [""缕"", 0.03026081807911396], [""荑"", 0.028383290395140648], [""惟"", 0.02090269699692726]]",25.583927
584,中书东厅夜合,合欢,宋,合昏枝老拂檐牙， 红白开成蘸晕花。 最是清香合蠲忿， 累旬风送入窗纱。,窗、风、清、昏、花,窗 风 清 昏 花 纱 晕 檐 旬 枝,"[[""窗"", 0.09234554320573807], [""风"", 0.0890737771987915], [""清"", 0.07852888852357864], [""昏"", 0.07605671882629395], [""花"", 0.05915830284357071], [""纱"", 0.055896371603012085], [""晕"", 0.05479053035378456], [""檐"", 0.04869235306978226], [""旬"", 0.03805262967944145], [""枝"", 0.03577275574207306]]",25.570206
585,夜合花,合欢,明,夜合枝头别有春， 坐含风露入清晨。 任他明月能相照， 敛尽芳心不向人。,枝、露、月、春、夜,枝 露 月 春 夜 心 清 人 风 照,"[[""枝"", 0.0775943472981453], [""露"", 0.06818857789039612], [""月"", 0.06230157986283302], [""春"", 0.05870773270726204], [""夜"", 0.05579078942537308], [""心"", 0.04877317696809769], [""清"", 0.04485373944044113], [""人"", 0.036773402243852615], [""风"", 0.029653318226337433], [""照"", 0.028584258630871773]]",25.526674
586,合欢花,合欢,明,远游消息断天涯， 燕子空能到妾家。 春色不知人独自， 庭前开遍合欢花。,花、庭、天、春、色,花 庭 天 春 色 欢 燕 开 游 涯,"[[""花"", 0.14961011707782745], [""庭"", 0.103426493704319], [""天"", 0.0635189414024353], [""春"", 0.062069449573755264], [""色"", 0.058476775884628296], [""欢"", 0.04236741364002228], [""燕"", 0.03716578334569931], [""开"", 0.0361516997218132], [""游"", 0.03471765294671059], [""涯"", 0.032316796481609344]]",25.581234
587,夜合花,合欢,清,朝看无情暮有情， 送行不合合留行。 长亭诗句河桥酒， 一树红绒落马缨。 夜合花，,缨、叶、马、绒、暮,缨 叶 马 绒 暮 河 落 红 桥 夜,"[[""缨"", 0.027557289227843285], [""叶"", 0.02437836304306984], [""马"", 0.024267716333270073], [""绒"", 0.024063482880592346], [""暮"", 0.02403757907450199], [""河"", 0.022914405912160873], [""落"", 0.02033875323832035], [""红"", 0.019746780395507812], [""桥"", 0.01830085553228855], [""夜"", 0.016612345352768898]]",25.542093
588,辛夷坞,辛夷,唐,木末芙蓉花， 山中发红萼。 涧户寂无人， 纷纷开且落。,山、蓉、人、木、且,山 蓉 人 木 且 芙 户 涧 花 萼,"[[""山"", 0.20621010661125183], [""蓉"", 0.08771827816963196], [""人"", 0.07139688730239868], [""木"", 0.058882538229227066], [""且"", 0.05021429434418678], [""芙"", 0.046308957040309906], [""户"", 0.04588619992136955], [""涧"", 0.04518037661910057], [""花"", 0.043007634580135345], [""萼"", 0.032015807926654816]]",25.473881
589,辛 夷,辛夷,明,春雨湿窗纱， 辛夷弄影斜。 曾窥江梦彩， 笔笔忽生花。,雨、江、花、窗、梦,雨 江 花 窗 梦 纱 笔 彩 春 生,"[[""雨"", 0.17213311791419983], [""江"", 0.10086511075496674], [""花"", 0.08253634721040726], [""窗"", 0.0511757992208004], [""梦"", 0.04388713091611862], [""纱"", 0.0378456711769104], [""笔"", 0.026360664516687393], [""彩"", 0.02590206451714039], [""春"", 0.02434626966714859], [""生"", 0.02319454774260521]]",25.583166
590,木莲花,辛夷,清,云海荡波涛， 一碧千万顷。 莲花认作池， 误生高树顶。,涛、花、莲、顶、池,涛 花 莲 顶 池 波 碧 海 认 树,"[[""涛"", 0.1268242448568344], [""花"", 0.11969617754220963], [""莲"", 0.10031737387180328], [""顶"", 0.07250101864337921], [""池"", 0.07023940980434418], [""波"", 0.06263886392116547], [""碧"", 0.06210087984800339], [""海"", 0.04276213422417641], [""认"", 0.032525435090065], [""树"", 0.031029829755425453]]",25.514725
591,题灵隐寺红辛夷戏酬光上人,辛夷,唐,紫粉笔含尖火焰， 红胭脂染小莲花。 芳情乡思知多少， 恼得山僧悔出家。,山、粉、含、思、情,山 粉 含 思 情 脂 僧 花 焰 莲,"[[""山"", 0.09447691589593887], [""粉"", 0.056630101054906845], [""含"", 0.04754636064171791], [""思"", 0.04622367396950722], [""情"", 0.04254784807562828], [""脂"", 0.039158765226602554], [""僧"", 0.03895742818713188], [""花"", 0.038357604295015335], [""焰"", 0.03729709982872009], [""莲"", 0.03559057414531708]]",25.609615
592,二辛夷,辛夷,唐,狂吟乱舞双白鹤， 霜翎玉羽纷纷落。 空庭向晚春雨微， 却敛寒香抱瑶萼。,萼、雨、庭、寒、瑶,萼 雨 庭 寒 瑶 香 春 吟 霜 翎,"[[""萼"", 0.10180014371871948], [""雨"", 0.0951867327094078], [""庭"", 0.07317447662353516], [""寒"", 0.0686483234167099], [""瑶"", 0.05823181942105293], [""香"", 0.05714821070432663], [""春"", 0.04603847861289978], [""吟"", 0.04580393433570862], [""霜"", 0.036768510937690735], [""翎"", 0.030037423595786095]]",25.597273
593,木笔花,辛夷,明,梦中曾兒笔生花， 锦字还将气象夸。 谁信花中原有笔， 毫端方欲吐春霞。,花、霞、笔、梦、春,花 霞 笔 梦 春 锦 气 信 将 原,"[[""花"", 0.048973198980093], [""霞"", 0.04753204062581062], [""笔"", 0.038500603288412094], [""梦"", 0.038071632385253906], [""春"", 0.03616223484277725], [""锦"", 0.035594601184129715], [""气"", 0.0338728167116642], [""信"", 0.032625287771224976], [""将"", 0.030789827927947044], [""原"", 0.029704788699746132]]",25.509861
594,路旁棣棠花,棣棠,宋,乍晴芳草竟怀新， 谁种幽花隔路尘？ 绿地缕金罗结带， 为谁开放可怜春？,花、带、尘、罗、金,花 带 尘 罗 金 春 缕 怀 绿 草,"[[""花"", 0.11278905719518661], [""带"", 0.06101256236433983], [""尘"", 0.05106670781970024], [""罗"", 0.04849223420023918], [""金"", 0.04804199934005737], [""春"", 0.03977549076080322], [""缕"", 0.039366912096738815], [""怀"", 0.03810957074165344], [""绿"", 0.03468632698059082], [""草"", 0.03436703607439995]]",25.516432
