ID,诗名,作者,朝代,花名,月份,text,正文_preview,shangxi_clean,ccpoem_top5,ccpoem_top10,ccpoem_top10_with_score,ccpoem_cls_l2,sxhy_imagery_count,sxhy_imagery_headings,sxhy_raw_words,sxhy_imagery_freq,sxhy_catalog_paths,dim_nature,dim_season,dim_space,dim_people,dim_virtue,dim_artifact,dim_biota,dim_social,dim_flower,dim_vector,dim_vector_idf,confirmed_imagery,月份数字,l1_polarity,l1_polarity_zh,l2_c2,l2_c2_zh,l3_c3,l3_c3_zh,prob_l1_negative,prob_l1_implicit_negative,prob_l1_neutral,prob_l1_implicit_positive,prob_l1_positive
79,江上寻梅,陆游,宋,梅花,正月,"小园风月不多宽， 一树梅花开未残。
剥啄敲门嫌特地， 缓拖藤杖隔篱看。",小园风月不多宽， 一树梅花开未残。 剥啄敲门嫌特地， 缓拖藤杖隔篱看。,本诗写作者到江边寻梅时的情景。一、二句写在江边一家不太大的小园子里，有一树梅花尚在开放。梅花已临凋谢季节，当他发现这树梅花尚在开放，心情是多么激动。“开未残”三字，传神地表现诗人的惜花心情。三、四句说，要想细细欣赏这树梅花的风姿，最好进入园内，但诗人又怕“剥啄敲门”太唐突了一些。他怕干扰园子的主人，更怕影响赏梅时的宁静气氛，于是他踏着缓慢的步子，拖着藤杖，隔着篱笆，朝园内远远眺望。全诗写得清新隽永，颇有“看竹何须问主人”的意味。诗人寻梅前的热切期望，发现梅树后的喜悦心情，均在诗外给读者留下丰富的想象余地。诗人常在春天雪晴之后，到处寻梅，以寄托高洁的情怀。,花、梅、门、月、风,花 梅 门 月 风 藤 篱 园 特 看,"[[""花"", 0.1063341498374939], [""梅"", 0.0917682945728302], [""门"", 0.09174644201993942], [""月"", 0.0815315842628479], [""风"", 0.07576769590377808], [""藤"", 0.050240445882081985], [""篱"", 0.04218652844429016], [""园"", 0.035004936158657074], [""特"", 0.03448047861456871], [""看"", 0.0323767326772213]]",25.564009,6,园|地|柱杖|梅花|梨花|渔矶,一树|园|地|梅花|藤杖|风月,渔矶:1|梨花:1|梅花:1|柱杖:1|园:1|地:1,卷一/地舆类/园|卷一/地舆类/地|卷三/器用类上/柱杖|卷四/百花类/梅花|卷四/百花类/梨花|卷一/地舆类/渔矶,0,0,3,0,0,1,0,0,2,"[0.0, 0.0, 0.8017837257372732, 0.0, 0.0, 0.2672612419124244, 0.0, 0.0, 0.5345224838248488]","[0.0, 0.0, 0.754120628155609, 0.0, 0.0, 0.3215692263590927, 0.0, 0.0, 0.5726214376435832]",园,1,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.017539816,0.05093204,0.31773373,0.5876353,0.026159013
790,金银花,蔡渟,清,金银花,七月,"金银赚尽世人忙， 花发金银满架香。
蜂蝶纷纷成队过， 始知物态也炎凉。",金银赚尽世人忙， 花发金银满架香。 蜂蝶纷纷成队过， 始知物态也炎凉。,人们贪爱金银，金银似乎能够逛骗人们为了获取它而费尽心机。金银花开放时，白色的、黄色的花朵布满了整个架子，清香可人。诗将二者关合起来描写，由世人为金银而奔走转到自然界的蜂蝶原来也为金银花而繁忙。采花酿蜜的蜜蜂蝴蝶，成群结队地纷纷飞过，扑向盛开的金银花，原来自然界的物态和人世间一样，也有冷暖炎凉，只对金银趋之若鹜！这首诗由“金银”联想到人世社会，由“花”写到蜂蝶，左右逢源，笔触灵活，都是为作者抒发深沉的感慨服务的。诗中的感慨，表现出诗人对封建社会里恶浊的社会风气，世态的炎凉，人情的凉暖，是深恶痛绝的。,蜂、银、凉、香、架,蜂 银 凉 香 架 蝶 物 花 人 队,"[[""蜂"", 0.08880079537630081], [""银"", 0.07457220554351807], [""凉"", 0.0731535479426384], [""香"", 0.06702464073896408], [""架"", 0.051462072879076004], [""蝶"", 0.051236093044281006], [""物"", 0.040555037558078766], [""花"", 0.03942437469959259], [""人"", 0.03584657236933708], [""队"", 0.03263473883271217]]",25.527121,7,夜宴|寻访|春晴|果园|祥云|花|香,人忙|满架|物态|纷纷|花|蜂蝶|香,夜宴:1|果园:1|寻访:1|祥云:1|春晴:1|花:1|香:1,卷二/人事类/夜宴|卷三/游眺类/寻访|卷一/天文类/春晴|卷一/地舆类/果园|卷一/天文类/祥云|卷四/百花类/花|卷三/器用类下/香,2,0,2,0,0,1,0,1,1,"[0.6030226891555273, 0.0, 0.6030226891555273, 0.0, 0.0, 0.30151134457776363, 0.0, 0.30151134457776363, 0.30151134457776363]","[0.33399529453511656, 0.0, 0.3368591016514661, 0.0, 0.0, 0.21546324951025386, 0.0, 0.8317130344412176, 0.19183874820805125]",花|香,7,Neutral,中性,,,,,0.015733616,0.100222066,0.59001964,0.24010952,0.05391514
791,曼陀罗,陈与义,宋,曼陀罗,七月,"我圃殊不俗， 翠蕤敷玉房。
秋风不敢吹， 谓是天上香。
烟迷金钱梦， 露醉木藥妆。
同时不同调, 晓月照低昂。",我圃殊不俗， 翠蕤敷玉房。 秋风不敢吹， 谓是天上香。 烟迷金钱梦， 露醉木藥妆,此诗在对比映照中写出了曼陀罗花的独有风貌。总写曼陀罗的叶与花，表现了翠叶方舒与华蕾初展的对应美。由园圃不俗引出花的不俗，奠定了赞美基调。状花香，指出香属天上。着“不敢”二字，风写活了，香也写灵了。五、六句落笔于金钱、木蕖，写它们雾中露下，各呈其美。七、八句轻轻兜回，使题旨更进一层。“同时不同调”是诗人的议论。曼陀罗与金钱、木蕖，花开同时，但风格各异：或白如玉，或黄如金，或红如醉。在晓月的清辉中，花影参差，各自低昂，互相映衬，相得益彰，既烘托了曼陀罗，也体现了美的多样性。此诗之妙，即在其抓住了多种事物的联系，在对比、对立状态下，以多样美突现了独特美。,房、露、翠、烟、梦,房 露 翠 烟 梦 昂 金 调 天 圃,"[[""房"", 0.06195485591888428], [""露"", 0.043637774884700775], [""翠"", 0.04275929927825928], [""烟"", 0.03933735936880112], [""梦"", 0.0301160030066967], [""昂"", 0.023379869759082794], [""金"", 0.02113395929336548], [""调"", 0.020262248814105988], [""天"", 0.019482702016830444], [""圃"", 0.01776275411248207]]",25.602839,10,春晓|天|木|桔皋|梦|玉|秋风|香|鵞|黄葵,不俗|低昂|天|晓月|木|梦|烟迷|玉|秋风|金钱|香,春晓:2|黄葵:1|秋风:1|鵞:1|桔皋:1|玉:1|天:1|香:1|梦:1|木:1,卷一/时令类/春晓|卷一/天文类/天|卷四/竹木类/木|?/桔皋|卷二/人事类/梦|卷三/珍宝类/玉|卷一/天文类/秋风|卷三/器用类下/香|?/鵞|卷四/百花类/黄葵,2,1,0,0,0,2,1,1,1,"[0.5773502691896258, 0.2886751345948129, 0.0, 0.0, 0.0, 0.5773502691896258, 0.2886751345948129, 0.2886751345948129, 0.2886751345948129]","[0.3023728019124295, 0.18322586301947794, 0.0, 0.0, 0.0, 0.3901266127371888, 0.3545107182837533, 0.7529668972166861, 0.17367555998589862]",天|梦,7,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.023190841,0.09191658,0.18359302,0.5829076,0.11839197
792,春桂问答二首,王绩,唐,桂花,八月,"问春桂： 桃李正芬华。年光随处满， 何事独无花？
春桂答： 春华钜能久！风霜摇落时， 独秀君知否？",问春桂： 桃李正芬华。年光随处满， 何事独无花？ 春桂答： 春华钜能久！风霜摇落,正当春满大地，群花盛开，桃李芬芳之时，春桂却默默无闻，并不开花。桃李自恃其芬华，春桂则反问：春天过后，芳华落尽，还有什么值得荣耀的呢？桂树冬夏常青，于风霜摇落百花的秋天开花，故曰独秀。其类自为林，间无杂树，不与杂树闲花为伍。春桂于秀字前特加一独字，有意与独无花抗争。当我独秀之时，桃李早已凋零。针锋相对，毫不避让，由此更显出春桂超迈群花、不同凡俗的气质。诗人借咏桂来歌颂不随波逐流、能在险恶环境中保持独立人格和节操的品质。春桂答，略带幽默却不失刚劲凛然之气。以问答形式来咏花，新颖生动，带有一点寓言诗的味道。诗中的桃李不过是春桂的陪衬，正因为有桃李的衬托，春桂的形象方显得那样独立不羁、那样挺秀。,独、桂、何、事、处,独 桂 何 事 处 否 钜 风 正 答,"[[""独"", 0.03133805841207504], [""桂"", 0.030724644660949707], [""何"", 0.025950457900762558], [""事"", 0.025239793583750725], [""处"", 0.023618023842573166], [""否"", 0.023610414937138557], [""钜"", 0.02335876040160656], [""风"", 0.023101747035980225], [""正"", 0.02257302589714527], [""答"", 0.022170698270201683]]",25.565926,7,春|寒食雨|春日书怀|秋暮|芙蓉|花|苦寒,春|年光|摇落|桃李|独秀|花|风霜,春:3|寒食雨:1|春日书怀:1|苦寒:1|秋暮:1|芙蓉:1|花:1,卷一/时令类/春|卷一/节序类/寒食雨|?/春日书怀|卷一/时令类/秋暮|?/芙蓉|卷四/百花类/花|卷一/时令类/苦寒,0,4,0,0,0,0,0,0,1,"[0.0, 0.9701425001453319, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24253562503633297]","[0.0, 0.973052541409281, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23058350256889434]",,8,Positive,积极,positive,积极,praise,称颂赞美,0.0055218977,0.0072051687,0.019502643,0.16115895,0.80661136
793,咏 桂,李白,唐,桂花,八月,"世人种桃李， 多在金张门。
攀折争捷径， 及此春风暄。
一朝天霜下， 荣耀难久存。
安知南山桂， 绿叶垂芳根。
清阴亦可托， 何惜树君园。",世人种桃李， 多在金张门。 攀折争捷径， 及此春风暄。 一朝天霜下， 荣耀难久存,这首五古分为前后两截，前半咏桃李，以衬托后半的南山之桂。世人种桃李，多在金张门，写世人争附外戚、权贵。攀折争捷径，及此春风暄，形象地刻画出依附权贵的世上小人之丑态。一朝天霜下，荣耀难久存，一旦外戚权贵失势，其荣华美梦岂能久长。下半咏桂。安知南山桂，绿叶垂芳根，正当百花凋零之时，桂树依然绿叶青青，经霜陵寒而叶不凋，芳不减。其品格非趋时附炎、荣耀一时的桃李所能比。清阴亦可托，何惜树君园，做人应像凌霜耐寒的桂树那样高洁，而不应当做不惜手段去追求一时荣耀却难免败于大霜的桃李。这首咏桂诗全用比兴，借咏花抒怀，南山桂因有桃李衬托越发显得高洁，表现了诗人不依附权贵、藐视权贵、傲岸不羁的性格。,霜、叶、李、桂、人,霜 叶 李 桂 人 桃 园 金 山 绿,"[[""霜"", 0.09307315200567245], [""叶"", 0.04042612016201019], [""李"", 0.03620842844247818], [""桂"", 0.026692336425185204], [""人"", 0.025390859693288803], [""桃"", 0.025184810161590576], [""园"", 0.024953996762633324], [""金"", 0.022665485739707947], [""山"", 0.022595040500164032], [""绿"", 0.021436555311083794]]",25.473305,10,仕宦|六部尚书|园|园亭|圣寿|寒食雨|春日书怀|春风|白莲花|秋,南山|园|在金|垂芳|捷径|春风|朝天|桃李|清阴|绿叶,寒食雨:1|秋:1|仕宦:1|春风:1|六部尚书:1|圣寿:1|春日书怀:1|白莲花:1|园亭:1|园:1,卷二/仕宦类/仕宦|卷二/百官类/六部尚书|卷一/地舆类/园|卷二/宫室类/园亭|卷二/君道类/圣寿|卷一/节序类/寒食雨|?/春日书怀|卷一/天文类/春风|卷四/百花类/白莲花|卷一/时令类/秋,1,2,2,2,1,0,0,0,1,"[0.2581988897471611, 0.5163977794943222, 0.5163977794943222, 0.5163977794943222, 0.2581988897471611, 0.0, 0.0, 0.0, 0.2581988897471611]","[0.09007476766304924, 0.21832687248267668, 0.18169420834908834, 0.6131228449464154, 0.7242794625760131, 0.0, 0.0, 0.0, 0.10347349771895427]",园,8,Positive,积极,positive,积极,praise,称颂赞美,0.014503884,0.12889604,0.25620982,0.28942317,0.31096712
794,临轩桂,梅尧臣,宋,桂花,八月,"山楹无恶木， 但有绿桂丛。
幽芳尚未歇， 飞鸟衔残红。
不见离骚人， 憔悴吟秋风？",山楹无恶木， 但有绿桂丛。 幽芳尚未歇， 飞鸟衔残红。 不见离骚人， 憔悴吟秋风,写对即将凋残的桂花的感慨。首二句写石室幽居附近的优美环境，将“绿桂丛”突出出来，给人留下美好印象。接下去诗人却来了一个出人意料的转折：桂花的幽香尚未消尽，飞鸟就来将它衔走了！在初步勾勒出一个美好画面之后，诗人却又轻而易举地“破坏”了它，以此表现对桂花过早地凋残的惋惜和慨叹，寄寓怀才不遇、虚度年华的怅恨。这种情绪在末二句流露得更明显，联想到自己失意的遭遇，表现出伤感幽怨的情思。这首诗能够巧选角度，状物鲜明，即使议论之笔也能以具体形象出之，意境新颖，形象隽永，思致渺远，耐人寻味。,山、红、绿、楹、衔,山 红 绿 楹 衔 飞 风 人 骚 恶,"[[""山"", 0.15450090169906616], [""红"", 0.05474162846803665], [""绿"", 0.0425834022462368], [""楹"", 0.04118962213397026], [""衔"", 0.03815869614481926], [""飞"", 0.029912078753113747], [""风"", 0.029247334226965904], [""人"", 0.027330035343766212], [""骚"", 0.02095433510839939], [""恶"", 0.020789699628949165]]",25.610584,7,不见|山|春日书怀|木|秋风|谪仙|送春,不见|山|憔悴|木|残红|秋风|骚人,送春:1|不见:1|谪仙:1|春日书怀:1|秋风:1|山:1|木:1,?/不见|卷一/地舆类/山|?/春日书怀|卷四/竹木类/木|卷一/天文类/秋风|?/谪仙|卷一/时令类/送春,1,1,1,0,0,0,1,0,0,"[0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]","[0.3336238154139893, 0.4043254625843146, 0.33648443732213956, 0.0, 0.0, 0.0, 0.7823006413998366, 0.0, 0.0]",山,8,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.062159095,0.72733086,0.14271916,0.061015673,0.006775226
795,谢人寄双桂树子,欧阳修,宋,桂花,八月,"有客赏芳丛， 移根自幽谷。
为怀山中趣， 爱此岩下绝。
晓露秋晖浮， 清阴药栏曲。
更待繁花白， 邀君弄芳馥。",有客赏芳丛， 移根自幽谷。 为怀山中趣， 爱此岩下绝。 晓露秋晖浮， 清阴药栏曲,这是一首答谢之作，诗篇反复表现对于双桂树子的喜爱。首二句写双桂树子移根自幽谷，强调其为客所赏。次二句写诗人之所以爱此岩下绝，是因为怀念山中趣。诗人对山野有深厚感情，对山中趣的向往未曾中辍，当有人寄双桂树子时，自然掩饰不住内心的喜悦。五、六两句以烘云托月之法，极写桂树的鲜嫩苍翠，全以晓露、秋晖作衬托。在芍药栏杆旁亭亭而立，布下一片清阴，写桂树的高大，也暗示已移植到庭院中。最后两句以展望作结，待到繁花盛开时，再邀客共赏满树芳香。诗篇将诗意拓进一层，既有形象，又有情味，言尽而意不尽。全诗熔叙事、描写、抒情于一炉，层次历落分明，情致从容委婉，语言清丽自然，平易疏畅，看似平易浅近，实则丰厚有力。,花、白、岩、君、露,花 白 岩 君 露 馥 山 秋 晖 栏,"[[""花"", 0.051114026457071304], [""白"", 0.04698102921247482], [""岩"", 0.03986865282058716], [""君"", 0.038433197885751724], [""露"", 0.035432182252407074], [""馥"", 0.034717120230197906], [""山"", 0.03341793641448021], [""秋"", 0.02607206627726555], [""晖"", 0.021433133631944656], [""栏"", 0.021365977823734283]]",25.532196,8,园亭|桂花|白菊|石碁盘|秋|秋径|蕙草|迁居,山中|岩下|幽谷|晓露|清阴|秋|繁花|芳丛,蕙草:1|迁居:1|石碁盘:1|桂花:1|秋径:1|园亭:1|白菊:1|秋:1,卷二/宫室类/园亭|卷四/百花类/桂花|卷四/百花类/白菊|?/石碁盘|卷一/时令类/秋|?/秋径|?/蕙草|卷二/宫室类/迁居,0,1,2,0,0,0,0,0,2,"[0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666]","[0.0, 0.36850004969304617, 0.6133402090564026, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6985853572262095]",秋,8,Positive,积极,positive,积极,like,喜爱欣赏,0.045187593,0.023807101,0.04457399,0.28802377,0.5984075
796,桂 花,倪瓒,元,桂花,八月,"桂花留晚色， 帘影淡秋光。
靡靡风还落， 菲菲夜未央。
玉绳低缺月， 金鸭罢焚香。
忽起故园想， 泠然归梦长。",桂花留晚色， 帘影淡秋光。 靡靡风还落， 菲菲夜未央。 玉绳低缺月， 金鸭罢焚香,"这首诗写由于桂花开放而引起的故园之思。首联写傍晚桂影映在窗帘上，点缀出淡淡秋色。隔帘窥影，自有一种朦胧妙趣。颔联写桂花飘落，桂子飘香。诗人未迈出房间，由秋风联想到桂花落下的柔弱貌，表现出对桂花的关切。颈联写天已将晓，北斗低横，缺月将沉，炉香燃尽。这两句暗示诗人从昨夜傍晚到目前彻夜未眠，用“罢”字表明炉香老早燃尽而诗人并未及时发现，可见其若有所思。

尾联抒发思家之情。诗人因桂花开放而失眠，才突然发现原来是思念家乡。结句思念家乡而不能回去，只有在冷清的梦中去寻求。诗的艺术构思比较别致，题目是“桂花”，可诗人看到的只是窗帘上的桂影，其他则全凭听觉、嗅觉和联想而得到。诗是借物抒情，所抒之情在前三联已有暗示，正为后面的明写蓄势。",园、花、帘、梦、绳,园 花 帘 梦 绳 夜 鸭 月 桂 金,"[[""园"", 0.057440537959337234], [""花"", 0.0443752147257328], [""帘"", 0.04288024082779884], [""梦"", 0.03683019056916237], [""绳"", 0.03271719068288803], [""夜"", 0.02578035742044449], [""鸭"", 0.025588935241103172], [""月"", 0.024487854912877083], [""桂"", 0.0204149316996336], [""金"", 0.018333785235881805]]",25.593245,11,不出院僧|帘|旅|旅中寒食|春晓|月|桂花|残月|秋光|风|香炉,帘|归梦|影淡|故园|月|桂花|焚香|玉绳低|秋光|金鸭|风,桂花:1|残月:1|秋光:1|春晓:1|香炉:1|不出院僧:1|旅:1|旅中寒食:1|帘:1|风:1|月:1,卷二/释老类/不出院僧|卷三/器用类上/帘|?/旅|卷一/节序类/旅中寒食|卷一/时令类/春晓|卷一/天文类/月|卷四/百花类/桂花|卷一/天文类/残月|?/秋光|卷一/天文类/风|卷三/器用类上/香炉,3,2,0,0,1,2,0,0,1,"[0.6882472016116852, 0.4588314677411235, 0.0, 0.0, 0.22941573387056174, 0.4588314677411235, 0.0, 0.0, 0.22941573387056174]","[0.3206972562588076, 0.2591063357301836, 0.0, 0.0, 0.8595616080543995, 0.2758460935354294, 0.0, 0.0, 0.12280045298258492]",帘|月,8,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.012970923,0.44483805,0.230542,0.28912064,0.022528455
797,山中桂,于武陵,唐,桂花,八月,"日暖上山路， 鸟啼知已春。
忽逢幽隐树， 如见独醒人。
石冷开常晚， 风多落亦频。
樵夫应不识， 岁久伐为薪。",日暖上山路， 鸟啼知已春。 忽逢幽隐树， 如见独醒人。 石冷开常晚， 风多落亦频,天气晴暖，风和日丽。诗人走在山间小路，听见鸟儿悦耳啼鸣，反使山中显得格外清静。在万木之中，他忽然看到一树桂木，有如与故友邂逅重逢，乐不可支。“逢”字将树拟人，写出诗人看到桂树的亲切劲。山中隐士以桂树为知己，“独醒人”指品性高洁的人，也可指隐士。作者见到香木桂树，如逢知己，如见不愿与世同流合污的品性高洁之人。后四句写对山中桂树的怜惜。“石冷开常晚，风多落亦频”，紧切山中环境。开晚落频已够令人惋叹，更何况时时有被樵夫砍伐的危险，“应不识”反映了诗人对桂树命运的深沉忧虑。此诗用笔清淡，语意婉曲，歌颂高洁之士不同流合污的品质，又对他们的处境表示担忧。这首咏桂诗继承楚辞以香草象征美好事物的传统，很可玩味。,山、风、识、春、伐,山 风 识 春 伐 石 日 樵 树 薪,"[[""山"", 0.13391827046871185], [""风"", 0.06832785904407501], [""识"", 0.03005533665418625], [""春"", 0.028708379715681076], [""伐"", 0.02381838485598564], [""石"", 0.021664611995220184], [""日"", 0.021295469254255295], [""樵"", 0.020570237189531326], [""树"", 0.01947425864636898], [""薪"", 0.01471826434135437]]",25.404119,7,春|新秋|春晓|樵夫|清吏司|石|马,上山|岁久|日暖|春|晚风|樵夫|石|鸟啼,春:2|清吏司:1|春晓:1|新秋:1|樵夫:1|马:1|石:1,卷一/时令类/春|卷一/时令类/新秋|卷一/时令类/春晓|卷二/人品类/樵夫|卷二/百官类/清吏司|卷一/地舆类/石|卷四/走兽类/马,0,3,1,2,0,0,1,0,0,"[0.0, 0.7745966692414834, 0.2581988897471611, 0.5163977794943222, 0.0, 0.0, 0.2581988897471611, 0.0, 0.0]","[0.0, 0.44730370508761946, 0.12408381320376662, 0.8374358352372294, 0.0, 0.0, 0.2884853975095186, 0.0, 0.0]",春|石,8,Neutral,中性,,,,,0.13706979,0.34332004,0.35069245,0.095665105,0.073252685
798,岩 桂,曾几,宋,桂花,八月,"要玉黏枝细， 青云剪叶齐。
团团岩下桂， 表表木中犀。
江树风萧瑟， 园花气惨凄。
浓薰不如此， 何以慰幽栖。
",要玉黏枝细， 青云剪叶齐。 团团岩下桂， 表表木中犀。 江树风萧瑟， 园花气惨凄,粟玉形容桂花圆小，玲珑剔透，黏枝细表现出自然界花卉象人工精心制作艺术品的审美情趣。青云剪叶齐，桂叶碧如青云，两两相对，十分整齐，如同剪刻而成。团团状桂花攒聚而成圆形，又指霜露，显示岩桂特有的气质，沾霜露而色不渝、操不易。表表形容岩桂伟岸的样子。时值寒秋，江树在秋风中萧萧瑟瑟，园花在霜气中惨惨凄凄，而挺立在岩中的桂树不为风所动，不为霜所欺。在江树、园花的衬托下，岩桂形象更加令人敬重。岩桂于寒秋尤香，浓郁芳香慰藉着幽隐栖迟之士。桂树的形象就是隐士的形象，岩桂耿介拔俗，沾霜露而色不渝、操不易的特质具有象征意义。岩桂浓薰如此，独立岩上，带有旧时士大夫孤芳自赏的情趣。,玉、花、园、云、岩,玉 花 园 云 岩 瑟 犀 叶 江 枝,"[[""玉"", 0.1171610951423645], [""花"", 0.07739464938640594], [""园"", 0.04483484849333763], [""云"", 0.042923569679260254], [""岩"", 0.040272802114486694], [""瑟"", 0.03749258443713188], [""犀"", 0.036761559545993805], [""叶"", 0.03235000744462013], [""江"", 0.0321987122297287], [""枝"", 0.027945501729846]]",25.520897,9,扇|春雨|木|桂花|江|玉|秋风|荐举|风,团团|园花|岩下|木|江|玉|萧瑟|青云|风,荐举:1|扇:1|桂花:1|秋风:1|春雨:1|玉:1|木:1|江:1|风:1,卷三/器用类上/扇|卷一/天文类/春雨|卷四/竹木类/木|卷四/百花类/桂花|卷一/地舆类/江|卷三/珍宝类/玉|卷一/天文类/秋风|卷二/仕进类/荐举|卷一/天文类/风,3,0,1,0,1,2,1,0,1,"[0.7276068751089989, 0.0, 0.24253562503633297, 0.0, 0.24253562503633297, 0.48507125007266594, 0.24253562503633297, 0.0, 0.24253562503633297]","[0.31952988020655276, 0.0, 0.10742321838894743, 0.0, 0.8564327018442679, 0.27484198103550384, 0.24975078584824323, 0.0, 0.12235344476776495]",江|玉,8,Implicit Positive,隐性积极,positive,积极,faith,坚定信念,0.016327683,0.045513473,0.19616981,0.68493474,0.057054263
799,岩 桂,朱熹,宋,桂花,八月,"亭亭岩下桂， 岁晚独芬芳。
叶密千层绿， 花开万点黄。
天香生净想， 云影护仙妆。
谁识王孙意， 空吟招隐章。",亭亭岩下桂， 岁晚独芬芳。 叶密千层绿， 花开万点黄。 天香生净想， 云影护仙妆,这首诗赞美岩桂。开头起调平稳自然，不由作意而气格自高。岩桂直立在岁暮的山岩之下，独自散发着香气，其超拔群芳、孤芳自赏、自甘寂寞的形象品性跃然纸上，显出一番世外标格的逸趣。“绿”与“黄”彼此映衬，“千层”与“万点”互相烘托，斑斓蓊郁，生机盎然，与岁暮阴晦、凄清的环境气氛形成鲜明对照。从主观感觉的“生净想”表现岩桂芳香的静谧幽渺，从云遮雾绕的环境变化表现岩桂形象的绰约多姿。结尾将《招隐士》翻出新意，认为山中既有令人神往的桂树，则王孙必为其所羁留，流连忘返。此举别出心裁，使赞美岩桂的意旨得到充分展示。全诗形象鲜明，意境清新，音律谐美，情味旷逸，不涉理路，不刻板说教，使人看到了诗人面目的另一面。,叶、桂、花、芬、香,叶 桂 花 芬 香 岩 孙 招 云 千,"[[""叶"", 0.048078808933496475], [""桂"", 0.03946705907583237], [""花"", 0.03372754901647568], [""芬"", 0.033323582261800766], [""香"", 0.02788199670612812], [""岩"", 0.026963239535689354], [""孙"", 0.026559337973594666], [""招"", 0.02591729909181595], [""云"", 0.02381681650876999], [""千"", 0.023744730278849602]]",25.47488,9,候|四季花|月中桂花|桂花|牡丹|白牡丹|竹溪|观涨|隐者,云影|亭亭|千层|叶密|天香|岩下|招隐|芬芳|花开万点黄,候:1|桂花:1|白牡丹:1|四季花:1|观涨:1|月中桂花:1|牡丹:1|竹溪:1|隐者:1,?/候|卷四/百花类/四季花|卷四/百花类/月中桂花|卷四/百花类/桂花|卷四/百花类/牡丹|卷四/百花类/白牡丹|卷一/地舆类/竹溪|卷一/地舆类/观涨|卷二/人品类/隐者,0,0,2,1,0,0,0,0,5,"[0.0, 0.0, 0.3651483716701107, 0.18257418583505536, 0.0, 0.0, 0.0, 0.0, 0.9128709291752769]","[0.0, 0.0, 0.28922014048672756, 0.4879832906130002, 0.0, 0.0, 0.0, 0.0, 0.8235435740866089]",,8,Positive,积极,positive,积极,praise,称颂赞美,0.013870239,0.008705141,0.022830516,0.182925,0.7716691
8,江 梅,杜甫,唐,梅花,正月,"梅蕊腊前破， 梅花年后多。
绝知春意早， 最奈客愁何。
雪树元同色， 江风亦自波。
故园不可见， 巫岫郁嵯峨。",梅蕊腊前破， 梅花年后多。 绝知春意早， 最奈客愁何。 雪树元同色， 江风亦自波,作者漫步江畔，见到梅花盛开，触景生情，抒发对国事的忧虑和故乡的怀念。梅花花苞在腊月前破裂，一个“破”字生动表现了含苞欲放的神态。春节后梅花怒放，本是赏心乐事，但带给诗人的却是无比的愁闷。长期战乱造成的山河破碎，客居异域的思乡之情，都是“客愁”的内容。诗人内心充满家国之愁，遍地梅花带给他的只能是无限惆怅。这是以乐景写哀，倍增其哀。洁白的梅树上花雪交相辉映，江风吹过如层层波澜，景色迷人，作者却在结句以高峻的巫山挡住遥望故园的视线，发出忧郁感叹。一个“郁”字，兼含心情忧郁和山峰重叠之意，与“客愁”相呼应。全诗借咏梅以抒愁情，表现了沉郁顿挫的基本风格。,峨、愁、岫、花、风,峨 愁 岫 花 风 蕊 江 雪 巫 波,"[[""峨"", 0.049482833594083786], [""愁"", 0.04514707997441292], [""岫"", 0.04506237804889679], [""花"", 0.04056394472718239], [""风"", 0.040546905249357224], [""蕊"", 0.03773525729775429], [""江"", 0.03114139847457409], [""雪"", 0.029438316822052002], [""巫"", 0.025049526244401932], [""波"", 0.02301357313990593]]",25.55191,10,喜雨|山|巫|旅|春日书怀|暮冬|梅花|秋暮|腊|迁居,客愁|嵯峨|巫|故园|春意|梅花|梅蕊|江风|腊|雪树,暮冬:1|梅花:1|喜雨:1|春日书怀:1|迁居:1|秋暮:1|旅:1|山:1|腊:1|巫:1,卷一/天文类/喜雨|卷一/地舆类/山|?/巫|?/旅|?/春日书怀|卷一/时令类/暮冬|卷四/百花类/梅花|卷一/时令类/秋暮|?/腊|卷二/宫室类/迁居,1,2,2,0,0,0,0,0,1,"[0.31622776601683794, 0.6324555320336759, 0.6324555320336759, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31622776601683794]","[0.285556731406888, 0.6921439788516583, 0.5760104144349826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32803363874768837]",巫,1,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,miss,思念怀念,0.04230384,0.78836006,0.112512104,0.053401504,0.0034224929
