ID,诗名,作者,朝代,花名,月份,text,正文_preview,ccpoem_top5,ccpoem_top10,ccpoem_top10_with_score,ccpoem_cls_l2,sxhy_imagery_count,sxhy_imagery_headings,sxhy_raw_words,sxhy_imagery_freq,sxhy_catalog_paths,l1_polarity,l1_polarity_zh,l2_c2,l2_c2_zh,l3_c3,l3_c3_zh,prob_l1_negative,prob_l1_implicit_negative,prob_l1_neutral,prob_l1_implicit_positive,prob_l1_positive
849-01,前菊会,陈宪章,明,菊花,八月,"荒村开紫菊， 细雨隔苍梧。
漂泊逢山鬼， 归来觅酒徒。
佳期宾不赴， 幽赏子何孤。
为罚南山老， 青钱买百壶。
",荒村开紫菊， 细雨隔苍梧。 漂泊逢山鬼， 归来觅酒徒。 佳期宾不赴， 幽赏子何孤,山、村、荒、壶、鬼,山 村 荒 壶 鬼 细 青 梧 幽 钱,"[[""山"", 0.08079725503921509], [""村"", 0.0747298076748848], [""荒"", 0.05304689705371857], [""壶"", 0.047118619084358215], [""鬼"", 0.03515232726931572], [""细"", 0.02612794004380703], [""青"", 0.024376103654503822], [""梧"", 0.02421545423567295], [""幽"", 0.023745376616716385], [""钱"", 0.023154541850090027]]",25.508327,9,圣寿|夜宴|山|杏花|渔父|牧童|苔|风|鸽,南山|山|归来|百壶|细雨|苍梧|荒村|酒徒|青钱,牧童:1|渔父:1|风:1|鸽:1|杏花:1|圣寿:1|苔:1|夜宴:1|山:1,卷二/君道类/圣寿|卷二/人事类/夜宴|卷一/地舆类/山|卷四/百花类/杏花|卷二/人品类/渔父|卷二/人品类/牧童|卷三/百草类/苔|卷一/天文类/风|卷四/飞禽类/鸽,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.025798485,0.72397095,0.16150309,0.08024885,0.0084785875
849-02,前菊会,陈宪章,明,菊花,九月,"荒村开紫菊， 细雨隔苍梧。
漂泊逢山鬼， 归来觅酒徒。
佳期宾不赴， 幽赏子何孤。
为罚南山老， 青钱买百壶。
",荒村开紫菊， 细雨隔苍梧。 漂泊逢山鬼， 归来觅酒徒。 佳期宾不赴， 幽赏子何孤,山、村、荒、壶、鬼,山 村 荒 壶 鬼 细 青 梧 幽 钱,"[[""山"", 0.08079725503921509], [""村"", 0.0747298076748848], [""荒"", 0.05304689705371857], [""壶"", 0.047118619084358215], [""鬼"", 0.03515232726931572], [""细"", 0.02612794004380703], [""青"", 0.024376103654503822], [""梧"", 0.02421545423567295], [""幽"", 0.023745376616716385], [""钱"", 0.023154541850090027]]",25.508327,9,圣寿|夜宴|山|杏花|渔父|牧童|苔|风|鸽,南山|山|归来|百壶|细雨|苍梧|荒村|酒徒|青钱,牧童:1|渔父:1|风:1|鸽:1|杏花:1|圣寿:1|苔:1|夜宴:1|山:1,卷二/君道类/圣寿|卷二/人事类/夜宴|卷一/地舆类/山|卷四/百花类/杏花|卷二/人品类/渔父|卷二/人品类/牧童|卷三/百草类/苔|卷一/天文类/风|卷四/飞禽类/鸽,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.025798485,0.72397095,0.16150309,0.08024885,0.0084785875
85,昌英知县叔作岁，坐上赋瓶里梅花，时坐上九人,杨万里,宋,梅花,正月,"销冰作水旋成家， 犹似江头竹外斜。
试问坐中还几客？ 九人而已更梅花。",销冰作水旋成家， 犹似江头竹外斜。 试问坐中还几客？ 九人而已更梅花。,花、问、头、梅、九,花 问 头 梅 九 斜 冰 江 坐 外,"[[""花"", 0.12221851199865341], [""问"", 0.07288254052400589], [""头"", 0.06007044389843941], [""梅"", 0.038314372301101685], [""九"", 0.03758658841252327], [""斜"", 0.03695303946733475], [""冰"", 0.03417142853140831], [""江"", 0.03282275050878525], [""坐"", 0.03277546167373657], [""外"", 0.021714776754379272]]",25.567583,4,梅花|几|水|沙,几|梅花|水|江头|竹外,梅花:2|沙:1|水:1|几:1,卷四/百花类/梅花|卷三/器用类上/几|卷一/地舆类/水|卷一/地舆类/沙,Neutral,中性,,,,,0.010259989,0.08967852,0.6258475,0.26187763,0.012336356
850-01,九 日,文森,明,菊花,八月,三载重阳菊， 开时不在家。何期今日酒， 忽对故园花。野旷云连树， 天寒雁聚沙。登临无限意， 何处望京华？,三载重阳菊， 开时不在家。何期今日酒， 忽对故园花。野旷云连树， 天寒雁聚沙。登,酒、寒、阳、菊、载,酒 寒 阳 菊 载 园 忽 花 沙 云,"[[""酒"", 0.051134586334228516], [""寒"", 0.03958726301789284], [""阳"", 0.037918537855148315], [""菊"", 0.035878345370292664], [""载"", 0.03560207039117813], [""园"", 0.031340815126895905], [""忽"", 0.029764285311102867], [""花"", 0.02965816669166088], [""沙"", 0.02557460032403469], [""云"", 0.025543607771396637]]",25.452267,13,云|待月|旅|日|早春|月夜访友|沙|秋|花|酒|重九|野|雁,云|何处|天寒|故园|日|沙|登临|花|菊开|酒|重阳|野|雁,重九:1|秋:1|旅:1|早春:1|待月:1|月夜访友:1|日:1|酒:1|花:1|野:1|云:1|雁:1|沙:1,卷一/天文类/云|卷一/天文类/待月|?/旅|卷一/天文类/日|卷一/时令类/早春|卷二/师友类/月夜访友|卷一/地舆类/沙|卷一/时令类/秋|卷四/百花类/花|卷三/饮食类/酒|卷一/节序类/重九|?/野|?/雁,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.054717958,0.1746769,0.14821371,0.32247818,0.29991323
850-02,九 日,文森,明,菊花,九月,三载重阳菊， 开时不在家。何期今日酒， 忽对故园花。野旷云连树， 天寒雁聚沙。登临无限意， 何处望京华？,三载重阳菊， 开时不在家。何期今日酒， 忽对故园花。野旷云连树， 天寒雁聚沙。登,酒、寒、阳、菊、载,酒 寒 阳 菊 载 园 忽 花 沙 云,"[[""酒"", 0.051134586334228516], [""寒"", 0.03958726301789284], [""阳"", 0.037918537855148315], [""菊"", 0.035878345370292664], [""载"", 0.03560207039117813], [""园"", 0.031340815126895905], [""忽"", 0.029764285311102867], [""花"", 0.02965816669166088], [""沙"", 0.02557460032403469], [""云"", 0.025543607771396637]]",25.452267,13,云|待月|旅|日|早春|月夜访友|沙|秋|花|酒|重九|野|雁,云|何处|天寒|故园|日|沙|登临|花|菊开|酒|重阳|野|雁,重九:1|秋:1|旅:1|早春:1|待月:1|月夜访友:1|日:1|酒:1|花:1|野:1|云:1|雁:1|沙:1,卷一/天文类/云|卷一/天文类/待月|?/旅|卷一/天文类/日|卷一/时令类/早春|卷二/师友类/月夜访友|卷一/地舆类/沙|卷一/时令类/秋|卷四/百花类/花|卷三/饮食类/酒|卷一/节序类/重九|?/野|?/雁,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.054717958,0.1746769,0.14821371,0.32247818,0.29991323
851-01,同程穆倩访周元亮司农，留饮寓园观菊，兼示所藏书册,孙枝蔚,清,菊花,八月,"秋深良可念， 珍重倍寒花。
奇蕊依灯好， 晴香入夜赊。
酒情浓异土， 蟹味美山家。
不尽论文兴， 相看惜鬓华。",秋深良可念， 珍重倍寒花。 奇蕊依灯好， 晴香入夜赊。 酒情浓异土， 蟹味美山家,花、灯、文、夜、华,花 灯 文 夜 华 山 蕊 蟹 鬓 晴,"[[""花"", 0.07757379859685898], [""灯"", 0.05473853647708893], [""文"", 0.039041463285684586], [""夜"", 0.03749358654022217], [""华"", 0.03650035709142685], [""山"", 0.033408619463443756], [""蕊"", 0.033106729388237], [""蟹"", 0.028942618519067764], [""鬓"", 0.02878429740667343], [""晴"", 0.028107237070798874]]",25.568459,10,怀友|砧杵|秋兴|蟹|谢惠墨|迁居|酒|雨|香|龙眼,入夜|味美|寒花|山家|珍重|秋深|蟹|论文|酒|香,砧杵:1|谢惠墨:1|秋兴:1|雨:1|龙眼:1|迁居:1|怀友:1|香:1|酒:1|蟹:1,卷二/师友类/怀友|?/砧杵|卷一/时令类/秋兴|?/蟹|卷三/谢惠类/谢惠墨|卷二/宫室类/迁居|卷三/饮食类/酒|卷一/天文类/雨|卷三/器用类下/香|卷四/百果类/龙眼,Positive,积极,positive,积极,praise,称颂赞美,0.0064234096,0.015933419,0.030282937,0.2961433,0.65121686
851-02,同程穆倩访周元亮司农，留饮寓园观菊，兼示所藏书册,孙枝蔚,清,菊花,九月,"秋深良可念， 珍重倍寒花。
奇蕊依灯好， 晴香入夜赊。
酒情浓异土， 蟹味美山家。
不尽论文兴， 相看惜鬓华。",秋深良可念， 珍重倍寒花。 奇蕊依灯好， 晴香入夜赊。 酒情浓异土， 蟹味美山家,花、灯、文、夜、华,花 灯 文 夜 华 山 蕊 蟹 鬓 晴,"[[""花"", 0.07757379859685898], [""灯"", 0.05473853647708893], [""文"", 0.039041463285684586], [""夜"", 0.03749358654022217], [""华"", 0.03650035709142685], [""山"", 0.033408619463443756], [""蕊"", 0.033106729388237], [""蟹"", 0.028942618519067764], [""鬓"", 0.02878429740667343], [""晴"", 0.028107237070798874]]",25.568459,10,怀友|砧杵|秋兴|蟹|谢惠墨|迁居|酒|雨|香|龙眼,入夜|味美|寒花|山家|珍重|秋深|蟹|论文|酒|香,砧杵:1|谢惠墨:1|秋兴:1|雨:1|龙眼:1|迁居:1|怀友:1|香:1|酒:1|蟹:1,卷二/师友类/怀友|?/砧杵|卷一/时令类/秋兴|?/蟹|卷三/谢惠类/谢惠墨|卷二/宫室类/迁居|卷三/饮食类/酒|卷一/天文类/雨|卷三/器用类下/香|卷四/百果类/龙眼,Positive,积极,positive,积极,praise,称颂赞美,0.0064234096,0.015933419,0.030282937,0.2961433,0.65121686
852-01,酬皇甫郎中对新菊花见忆,白居易,唐,菊花,八月,爱菊高人吟逸韵， 悲秋病客感衰怀。黄花助兴方携酒； 红叶添愁正满阶。居士荤腥今已断， 仙郎杯杓为谁排？愧君相忆东篱下， 拟废重阳一日斋。,爱菊高人吟逸韵， 悲秋病客感衰怀。黄花助兴方携酒； 红叶添愁正满阶。居士荤腥今已,腥、阳、阶、愁、黄,腥 阳 阶 愁 黄 斋 东 杓 花 士,"[[""腥"", 0.06224343925714493], [""阳"", 0.03789990022778511], [""阶"", 0.03344125673174858], [""愁"", 0.03183381259441376], [""黄"", 0.030288327485322952], [""斋"", 0.025165533646941185], [""东"", 0.02266833744943142], [""杓"", 0.022322844713926315], [""花"", 0.021691184490919113], [""士"", 0.021108126267790794]]",25.479813,11,秋晴|悲秋|感|春日书怀|松风|病|秋|贺新娶|重九|除日立春|雨,一日|东篱|仙郎|悲秋|感|携酒|添愁|病|红叶|逸韵|重阳|黄花,秋晴:2|松风:1|悲秋:1|春日书怀:1|雨:1|贺新娶:1|秋:1|重九:1|除日立春:1|病:1|感:1,卷一/天文类/秋晴|卷一/时令类/悲秋|?/感|?/春日书怀|卷一/天文类/松风|?/病|卷一/时令类/秋|卷三/庆吊类/贺新娶|卷一/节序类/重九|?/除日立春|卷一/天文类/雨,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.13701105,0.65468323,0.108107835,0.064517505,0.035680402
852-02,酬皇甫郎中对新菊花见忆,白居易,唐,菊花,九月,爱菊高人吟逸韵， 悲秋病客感衰怀。黄花助兴方携酒； 红叶添愁正满阶。居士荤腥今已断， 仙郎杯杓为谁排？愧君相忆东篱下， 拟废重阳一日斋。,爱菊高人吟逸韵， 悲秋病客感衰怀。黄花助兴方携酒； 红叶添愁正满阶。居士荤腥今已,腥、阳、阶、愁、黄,腥 阳 阶 愁 黄 斋 东 杓 花 士,"[[""腥"", 0.06224343925714493], [""阳"", 0.03789990022778511], [""阶"", 0.03344125673174858], [""愁"", 0.03183381259441376], [""黄"", 0.030288327485322952], [""斋"", 0.025165533646941185], [""东"", 0.02266833744943142], [""杓"", 0.022322844713926315], [""花"", 0.021691184490919113], [""士"", 0.021108126267790794]]",25.479813,11,秋晴|悲秋|感|春日书怀|松风|病|秋|贺新娶|重九|除日立春|雨,一日|东篱|仙郎|悲秋|感|携酒|添愁|病|红叶|逸韵|重阳|黄花,秋晴:2|松风:1|悲秋:1|春日书怀:1|雨:1|贺新娶:1|秋:1|重九:1|除日立春:1|病:1|感:1,卷一/天文类/秋晴|卷一/时令类/悲秋|?/感|?/春日书怀|卷一/天文类/松风|?/病|卷一/时令类/秋|卷三/庆吊类/贺新娶|卷一/节序类/重九|?/除日立春|卷一/天文类/雨,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.13701108,0.6546831,0.108107835,0.06451749,0.035680413
853-01,刘员外寄移菊,李山甫,唐,菊花,八月,秋来缘树复缘墙，怕共平芜一例荒。颜色不能随地变， 风流唯解逐人香。烟含细叶交加碧； 露拆寒英次第黄：深谢栽培与知赏，但惭终岁待重阳。,秋来缘树复缘墙，怕共平芜一例荒。颜色不能随地变， 风流唯解逐人香。烟含细叶交加碧,香、寒、英、露、风,香 寒 英 露 风 荒 烟 阳 叶 复,"[[""香"", 0.03156637027859688], [""寒"", 0.02944483421742916], [""英"", 0.02638959139585495], [""露"", 0.026230765506625175], [""风"", 0.02532886527478695], [""荒"", 0.023884505033493042], [""烟"", 0.02283412218093872], [""阳"", 0.02176276221871376], [""叶"", 0.021008342504501343], [""复"", 0.02064276486635208]]",25.512096,15,地|尘|晚眺|燕|白莲花|神童|花阴|蔬园|蕙草|蛩|远水|采菊|重九|香|鵞,不能|交加|地|寒英|平芜|栽培|烟含|秋来|细叶|缘树|逐人|重阳|风流|香|黄深,燕:1|鵞:1|晚眺:1|蛩:1|神童:1|尘:1|远水:1|蕙草:1|花阴:1|白莲花:1|采菊:1|蔬园:1|重九:1|地:1|香:1,卷一/地舆类/地|卷一/地舆类/尘|卷三/游眺类/晚眺|卷四/飞禽类/燕|卷四/百花类/白莲花|卷二/人品类/神童|卷四/百花类/花阴|卷一/地舆类/蔬园|?/蕙草|卷四/昆虫类/蛩|?/远水|卷四/百花类/采菊|卷一/节序类/重九|卷三/器用类下/香|?/鵞,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.05265259,0.63824517,0.23620926,0.065684035,0.0072089727
853-02,刘员外寄移菊,李山甫,唐,菊花,九月,秋来缘树复缘墙，怕共平芜一例荒。颜色不能随地变， 风流唯解逐人香。烟含细叶交加碧； 露拆寒英次第黄：深谢栽培与知赏，但惭终岁待重阳。,秋来缘树复缘墙，怕共平芜一例荒。颜色不能随地变， 风流唯解逐人香。烟含细叶交加碧,香、寒、英、露、风,香 寒 英 露 风 荒 烟 阳 叶 复,"[[""香"", 0.03156637027859688], [""寒"", 0.02944483421742916], [""英"", 0.02638959139585495], [""露"", 0.026230765506625175], [""风"", 0.02532886527478695], [""荒"", 0.023884505033493042], [""烟"", 0.02283412218093872], [""阳"", 0.02176276221871376], [""叶"", 0.021008342504501343], [""复"", 0.02064276486635208]]",25.512096,15,地|尘|晚眺|燕|白莲花|神童|花阴|蔬园|蕙草|蛩|远水|采菊|重九|香|鵞,不能|交加|地|寒英|平芜|栽培|烟含|秋来|细叶|缘树|逐人|重阳|风流|香|黄深,燕:1|鵞:1|晚眺:1|蛩:1|神童:1|尘:1|远水:1|蕙草:1|花阴:1|白莲花:1|采菊:1|蔬园:1|重九:1|地:1|香:1,卷一/地舆类/地|卷一/地舆类/尘|卷三/游眺类/晚眺|卷四/飞禽类/燕|卷四/百花类/白莲花|卷二/人品类/神童|卷四/百花类/花阴|卷一/地舆类/蔬园|?/蕙草|卷四/昆虫类/蛩|?/远水|卷四/百花类/采菊|卷一/节序类/重九|卷三/器用类下/香|?/鵞,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.05265263,0.63824505,0.23620926,0.065684065,0.007208974
854-01,和鲁望白菊,皮日休,唐,菊花,八月,"已过重阳半月天， 琅华千点照寒烟。
蕊香亦似浮金靨， 花样还如镂玉钱。
玩影冯妃堪比艳， 炼形萧史好争妍。
无由摘向牙箱里， 飞上方诸赠列仙。",已过重阳半月天， 琅华千点照寒烟。 蕊香亦似浮金靨， 花样还如镂玉钱。 玩影冯妃,香、箱、琅、飞、炼,香 箱 琅 飞 炼 牙 冯 浮 阳 玉,"[[""香"", 0.08899202197790146], [""箱"", 0.044231925159692764], [""琅"", 0.04067419469356537], [""飞"", 0.03976785019040108], [""炼"", 0.029416168108582497], [""牙"", 0.028812222182750702], [""冯"", 0.02504260465502739], [""浮"", 0.024646233767271042], [""阳"", 0.024052565917372704], [""玉"", 0.0235731340944767]]",25.616003,12,钟|喜雪|天|神仙|秋径|箫|赠内|迁居|重九|钱|锦|香,上方|争妍|千点|半月|天|寒烟|浮金|炼形|花样|重阳|钱|镂玉|香,钟:2|重九:1|喜雪:1|秋径:1|锦:1|箫:1|神仙:1|赠内:1|迁居:1|天:1|香:1|钱:1,卷三/音乐类/钟|卷一/天文类/喜雪|卷一/天文类/天|卷二/释老类/神仙|?/秋径|卷三/音乐类/箫|卷二/人伦类/赠内|卷二/宫室类/迁居|卷一/节序类/重九|卷三/珍宝类/钱|卷三/珍宝类/锦|卷三/器用类下/香,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.016966695,0.019197151,0.1137648,0.6139433,0.23612805
854-02,和鲁望白菊,皮日休,唐,菊花,九月,"已过重阳半月天， 琅华千点照寒烟。
蕊香亦似浮金靨， 花样还如镂玉钱。
玩影冯妃堪比艳， 炼形萧史好争妍。
无由摘向牙箱里， 飞上方诸赠列仙。",已过重阳半月天， 琅华千点照寒烟。 蕊香亦似浮金靨， 花样还如镂玉钱。 玩影冯妃,香、箱、琅、飞、炼,香 箱 琅 飞 炼 牙 冯 浮 阳 玉,"[[""香"", 0.08899202197790146], [""箱"", 0.044231925159692764], [""琅"", 0.04067419469356537], [""飞"", 0.03976785019040108], [""炼"", 0.029416168108582497], [""牙"", 0.028812222182750702], [""冯"", 0.02504260465502739], [""浮"", 0.024646233767271042], [""阳"", 0.024052565917372704], [""玉"", 0.0235731340944767]]",25.616003,12,钟|喜雪|天|神仙|秋径|箫|赠内|迁居|重九|钱|锦|香,上方|争妍|千点|半月|天|寒烟|浮金|炼形|花样|重阳|钱|镂玉|香,钟:2|重九:1|喜雪:1|秋径:1|锦:1|箫:1|神仙:1|赠内:1|迁居:1|天:1|香:1|钱:1,卷三/音乐类/钟|卷一/天文类/喜雪|卷一/天文类/天|卷二/释老类/神仙|?/秋径|卷三/音乐类/箫|卷二/人伦类/赠内|卷二/宫室类/迁居|卷一/节序类/重九|卷三/珍宝类/钱|卷三/珍宝类/锦|卷三/器用类下/香,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.016966667,0.019197144,0.1137647,0.61394346,0.23612802
855-01,戏题菊花,苏辙,宋,菊花,八月,春初种菊助盘蔬， 秋晚开花插满壶。微物不多分地力， 终年乃尔任人须。天随匕箸几时辍？ 彭泽樽罍未遽无。更拟食根花落后， 一依本草太伤渠！,春初种菊助盘蔬， 秋晚开花插满壶。微物不多分地力， 终年乃尔任人须。天随匕箸几时,盘、花、壶、泽、根,盘 花 壶 泽 根 蔬 罍 太 草 彭,"[[""盘"", 0.11400454491376877], [""花"", 0.09957587718963623], [""壶"", 0.053503625094890594], [""泽"", 0.03421419858932495], [""根"", 0.030765848234295845], [""蔬"", 0.028729185461997986], [""罍"", 0.023933541029691696], [""太"", 0.023864049464464188], [""草"", 0.02313339337706566], [""彭"", 0.020373204723000526]]",25.55887,12,元日|几|地|天|春风|清明|白莲花|秋晚|草|蔬|迁居|除夜,几|地|天|开花|彭泽|春初|樽罍|秋晚|终年|花落|草|蔬,元日:1|秋晚:1|春风:1|除夜:1|白莲花:1|迁居:1|清明:1|蔬:1|地:1|天:1|几:1|草:1,?/元日|卷三/器用类上/几|卷一/地舆类/地|卷一/天文类/天|卷一/天文类/春风|卷一/节序类/清明|卷四/百花类/白莲花|?/秋晚|卷三/百草类/草|卷四/蔬菜类/蔬|卷二/宫室类/迁居|卷一/节序类/除夜,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.010506964,0.044236753,0.21281359,0.41474372,0.3176989
855-02,戏题菊花,苏辙,宋,菊花,九月,春初种菊助盘蔬， 秋晚开花插满壶。微物不多分地力， 终年乃尔任人须。天随匕箸几时辍？ 彭泽樽罍未遽无。更拟食根花落后， 一依本草太伤渠！,春初种菊助盘蔬， 秋晚开花插满壶。微物不多分地力， 终年乃尔任人须。天随匕箸几时,盘、花、壶、泽、根,盘 花 壶 泽 根 蔬 罍 太 草 彭,"[[""盘"", 0.11400454491376877], [""花"", 0.09957587718963623], [""壶"", 0.053503625094890594], [""泽"", 0.03421419858932495], [""根"", 0.030765848234295845], [""蔬"", 0.028729185461997986], [""罍"", 0.023933541029691696], [""太"", 0.023864049464464188], [""草"", 0.02313339337706566], [""彭"", 0.020373204723000526]]",25.55887,12,元日|几|地|天|春风|清明|白莲花|秋晚|草|蔬|迁居|除夜,几|地|天|开花|彭泽|春初|樽罍|秋晚|终年|花落|草|蔬,元日:1|秋晚:1|春风:1|除夜:1|白莲花:1|迁居:1|清明:1|蔬:1|地:1|天:1|几:1|草:1,?/元日|卷三/器用类上/几|卷一/地舆类/地|卷一/天文类/天|卷一/天文类/春风|卷一/节序类/清明|卷四/百花类/白莲花|?/秋晚|卷三/百草类/草|卷四/蔬菜类/蔬|卷二/宫室类/迁居|卷一/节序类/除夜,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.010506964,0.044236764,0.2128136,0.41474393,0.31769875
856-01,晚香轩,高启,明,菊花,八月,"不畏风霜向晚欺， 独开众卉已凋时。
地荒老圃苔三径， 节过重阳雨一篱。
秋色苍茫人醉少， 寒香落寞蝶先知。
山翁独念同衰晚， 坐对幽轩每赋诗。",不畏风霜向晚欺， 独开众卉已凋时。 地荒老圃苔三径， 节过重阳雨一篱。 秋色苍茫,山、风、阳、轩、圃,山 风 阳 轩 圃 苔 寒 雨 篱 赋,"[[""山"", 0.10178021341562271], [""风"", 0.04664267227053642], [""阳"", 0.04355723410844803], [""轩"", 0.03584322705864906], [""圃"", 0.034996505826711655], [""苔"", 0.03239066153764725], [""寒"", 0.023214399814605713], [""雨"", 0.022667063400149345], [""篱"", 0.0224778912961483], [""赋"", 0.019450776278972626]]",25.369827,13,游春|上巳|地|松轩|桔皋|牡丹|画水|秋日即|秋色|苔|重九|雨|香,三径|人醉|地|山翁|畏风|秋色|老圃|苍茫|苔|蝶先知|赋诗|重阳|雨|香,游春:2|桔皋:1|松轩:1|重九:1|秋色:1|画水:1|牡丹:1|秋日即:1|上巳:1|地:1|苔:1|雨:1|香:1,卷一/时令类/游春|卷一/节序类/上巳|卷一/地舆类/地|卷二/宫室类/松轩|?/桔皋|卷四/百花类/牡丹|卷三/书画类/画水|?/秋日即|卷一/时令类/秋色|卷三/百草类/苔|卷一/节序类/重九|卷一/天文类/雨|卷三/器用类下/香,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.24727467,0.6365521,0.07680054,0.030972838,0.008399871
856-02,晚香轩,高启,明,菊花,九月,"不畏风霜向晚欺， 独开众卉已凋时。
地荒老圃苔三径， 节过重阳雨一篱。
秋色苍茫人醉少， 寒香落寞蝶先知。
山翁独念同衰晚， 坐对幽轩每赋诗。",不畏风霜向晚欺， 独开众卉已凋时。 地荒老圃苔三径， 节过重阳雨一篱。 秋色苍茫,山、风、阳、轩、圃,山 风 阳 轩 圃 苔 寒 雨 篱 赋,"[[""山"", 0.10178021341562271], [""风"", 0.04664267227053642], [""阳"", 0.04355723410844803], [""轩"", 0.03584322705864906], [""圃"", 0.034996505826711655], [""苔"", 0.03239066153764725], [""寒"", 0.023214399814605713], [""雨"", 0.022667063400149345], [""篱"", 0.0224778912961483], [""赋"", 0.019450776278972626]]",25.369827,13,游春|上巳|地|松轩|桔皋|牡丹|画水|秋日即|秋色|苔|重九|雨|香,三径|人醉|地|山翁|畏风|秋色|老圃|苍茫|苔|蝶先知|赋诗|重阳|雨|香,游春:2|桔皋:1|松轩:1|重九:1|秋色:1|画水:1|牡丹:1|秋日即:1|上巳:1|地:1|苔:1|雨:1|香:1,卷一/时令类/游春|卷一/节序类/上巳|卷一/地舆类/地|卷二/宫室类/松轩|?/桔皋|卷四/百花类/牡丹|卷三/书画类/画水|?/秋日即|卷一/时令类/秋色|卷三/百草类/苔|卷一/节序类/重九|卷一/天文类/雨|卷三/器用类下/香,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.2472748,0.636552,0.07680047,0.030972809,0.00839987
857-01,晚香轩,陈宪章,明,菊花,八月,"焉知老子非元亮， 请看黄花满白沙。
剩有香醪共采采， 何须蜡屐到家家。
屡经细雨开花面， 独立西风背水涯。
欲把一株种蟾阙， 恐惊天女笑乘槎。",焉知老子非元亮， 请看黄花满白沙。 剩有香醪共采采， 何须蜡屐到家家。 屡经细雨,花、蜡、沙、采、醪,花 蜡 沙 采 醪 风 雨 株 屐 白,"[[""花"", 0.08090384304523468], [""蜡"", 0.06506727635860443], [""沙"", 0.06496476382017136], [""采"", 0.036355581134557724], [""醪"", 0.03320636600255966], [""风"", 0.026745444163680077], [""雨"", 0.025669388473033905], [""株"", 0.0235693771392107], [""屐"", 0.023016387596726418], [""白"", 0.022667033597826958]]",25.547531,13,上元|关隘|天|新秋|春风|月影|木瓜|水|沙|渔父|画鹰|秋晴|行人司,一株|乘槎|天|家家|开花|有香|水|沙|独立|知老子|细雨|西风|黄花,关隘:1|秋晴:1|木瓜:1|上元:1|渔父:1|春风:1|画鹰:1|新秋:1|月影:1|行人司:1|沙:1|水:1|天:1,卷一/节序类/上元|卷一/地舆类/关隘|卷一/天文类/天|卷一/时令类/新秋|卷一/天文类/春风|卷一/天文类/月影|卷四/百果类/木瓜|卷一/地舆类/水|卷一/地舆类/沙|卷二/人品类/渔父|卷三/书画类/画鹰|卷一/天文类/秋晴|卷二/百官类/行人司,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.014294846,0.11500659,0.4027494,0.4198467,0.04810238
857-02,九日晚对菊次容处士韵，是日县主曹侯、二尹邵侯持酒过白沙，李九渊、容贯各馆乡中未还,陈宪章,明,菊花,九月,"焉知老子非元亮， 请看黄花满白沙。
剩有香醪共采采， 何须蜡屐到家家。
屡经细雨开花面， 独立西风背水涯。
欲把一株种蟾阙， 恐惊天女笑乘槎。",焉知老子非元亮， 请看黄花满白沙。 剩有香醪共采采， 何须蜡屐到家家。 屡经细雨,花、蜡、沙、采、醪,花 蜡 沙 采 醪 风 雨 株 屐 白,"[[""花"", 0.08090384304523468], [""蜡"", 0.06506727635860443], [""沙"", 0.06496476382017136], [""采"", 0.036355581134557724], [""醪"", 0.03320636600255966], [""风"", 0.026745444163680077], [""雨"", 0.025669388473033905], [""株"", 0.0235693771392107], [""屐"", 0.023016387596726418], [""白"", 0.022667033597826958]]",25.547531,13,上元|关隘|天|新秋|春风|月影|木瓜|水|沙|渔父|画鹰|秋晴|行人司,一株|乘槎|天|家家|开花|有香|水|沙|独立|知老子|细雨|西风|黄花,关隘:1|秋晴:1|木瓜:1|上元:1|渔父:1|春风:1|画鹰:1|新秋:1|月影:1|行人司:1|沙:1|水:1|天:1,卷一/节序类/上元|卷一/地舆类/关隘|卷一/天文类/天|卷一/时令类/新秋|卷一/天文类/春风|卷一/天文类/月影|卷四/百果类/木瓜|卷一/地舆类/水|卷一/地舆类/沙|卷二/人品类/渔父|卷三/书画类/画鹰|卷一/天文类/秋晴|卷二/百官类/行人司,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.014294833,0.115006596,0.40274972,0.4198465,0.048102368
