词,C3,C3_zh,C2,C1,source
施恩,praise,称颂赞美,favour,positive,FCCPSL
点将,praise,称颂赞美,favour,positive,FCCPSL
口谕,praise,称颂赞美,favour,positive,FCCPSL
功底,praise,称颂赞美,favour,positive,FCCPSL
老实,praise,称颂赞美,favour,positive,FCCPSL
定当,praise,称颂赞美,favour,positive,FCCPSL
宏论,praise,称颂赞美,favour,positive,FCCPSL
尽责,praise,称颂赞美,favour,positive,FCCPSL
感发,praise,称颂赞美,favour,positive,FCCPSL
佳酿,praise,称颂赞美,favour,positive,FCCPSL
佳妙,praise,称颂赞美,favour,positive,FCCPSL
化育,praise,称颂赞美,favour,positive,FCCPSL
融会,praise,称颂赞美,favour,positive,FCCPSL
扶摇,praise,称颂赞美,favour,positive,FCCPSL
名教,praise,称颂赞美,favour,positive,FCCPSL
要闻,praise,称颂赞美,favour,positive,FCCPSL
词章,praise,称颂赞美,favour,positive,FCCPSL
品酒,praise,称颂赞美,favour,positive,FCCPSL
合用,praise,称颂赞美,favour,positive,FCCPSL
平展,praise,称颂赞美,favour,positive,FCCPSL
名节,praise,称颂赞美,favour,positive,FCCPSL
节节,praise,称颂赞美,favour,positive,FCCPSL
秀拔,praise,称颂赞美,favour,positive,FCCPSL
润色,praise,称颂赞美,favour,positive,FCCPSL
翕然,praise,称颂赞美,favour,positive,FCCPSL
老师,praise,称颂赞美,favour,positive,FCCPSL
导师,praise,称颂赞美,favour,positive,FCCPSL
施舍,praise,称颂赞美,favour,positive,FCCPSL
无阻,praise,称颂赞美,favour,positive,FCCPSL
晶光,praise,称颂赞美,favour,positive,FCCPSL
拙直,praise,称颂赞美,favour,positive,FCCPSL
家传,praise,称颂赞美,favour,positive,FCCPSL
戛戛,praise,称颂赞美,favour,positive,FCCPSL
余热,praise,称颂赞美,favour,positive,FCCPSL
命中,praise,称颂赞美,favour,positive,FCCPSL
绮思,praise,称颂赞美,favour,positive,FCCPSL
明细,praise,称颂赞美,favour,positive,FCCPSL
令名,praise,称颂赞美,favour,positive,FCCPSL
独揽,praise,称颂赞美,favour,positive,FCCPSL
连手,praise,称颂赞美,favour,positive,FCCPSL
霞光,praise,称颂赞美,favour,positive,FCCPSL
芊绵,praise,称颂赞美,favour,positive,FCCPSL
高迈,praise,称颂赞美,favour,positive,FCCPSL
软和,praise,称颂赞美,favour,positive,FCCPSL
跃进,praise,称颂赞美,favour,positive,FCCPSL
朗然,praise,称颂赞美,favour,positive,FCCPSL
耳濡,praise,称颂赞美,favour,positive,FCCPSL
恒性,praise,称颂赞美,favour,positive,FCCPSL
寒素,praise,称颂赞美,favour,positive,FCCPSL
碧血,praise,称颂赞美,favour,positive,FCCPSL
国故,praise,称颂赞美,favour,positive,FCCPSL
铭刻,praise,称颂赞美,favour,positive,FCCPSL
细润,praise,称颂赞美,favour,positive,FCCPSL
讲理,praise,称颂赞美,favour,positive,FCCPSL
朝奉,praise,称颂赞美,favour,positive,FCCPSL
感佩,praise,称颂赞美,favour,positive,FCCPSL
悬红,praise,称颂赞美,favour,positive,FCCPSL
丁香,praise,称颂赞美,favour,positive,FCCPSL
订正,praise,称颂赞美,favour,positive,FCCPSL
合时,praise,称颂赞美,favour,positive,FCCPSL
英华,praise,称颂赞美,favour,positive,FCCPSL
名门,praise,称颂赞美,favour,positive,FCCPSL
闺秀,praise,称颂赞美,favour,positive,FCCPSL
口快,praise,称颂赞美,favour,positive,FCCPSL
救援,praise,称颂赞美,favour,positive,FCCPSL
矍铄,praise,称颂赞美,favour,positive,FCCPSL
尔雅,praise,称颂赞美,favour,positive,FCCPSL
纲纪,praise,称颂赞美,favour,positive,FCCPSL
姮娥,praise,称颂赞美,favour,positive,FCCPSL
下界,praise,称颂赞美,favour,positive,FCCPSL
联袂,praise,称颂赞美,favour,positive,FCCPSL
陶钧,praise,称颂赞美,favour,positive,FCCPSL
叩头,praise,称颂赞美,favour,positive,FCCPSL
稽首,praise,称颂赞美,favour,positive,FCCPSL
封禅,praise,称颂赞美,favour,positive,FCCPSL
方针,praise,称颂赞美,favour,positive,FCCPSL
师友,praise,称颂赞美,favour,positive,FCCPSL
再生,praise,称颂赞美,favour,positive,FCCPSL
从师,praise,称颂赞美,favour,positive,FCCPSL
边区,praise,称颂赞美,favour,positive,FCCPSL
度越,praise,称颂赞美,favour,positive,FCCPSL
切愿,praise,称颂赞美,favour,positive,FCCPSL
博学,praise,称颂赞美,favour,positive,FCCPSL
下酒,praise,称颂赞美,favour,positive,FCCPSL
典籍,praise,称颂赞美,favour,positive,FCCPSL
异香,praise,称颂赞美,favour,positive,FCCPSL
容华,praise,称颂赞美,favour,positive,FCCPSL
岳丈,praise,称颂赞美,favour,positive,FCCPSL
递送,praise,称颂赞美,favour,positive,FCCPSL
人杰,praise,称颂赞美,favour,positive,FCCPSL
姣好,praise,称颂赞美,favour,positive,FCCPSL
颂词,praise,称颂赞美,favour,positive,FCCPSL
香花,praise,称颂赞美,favour,positive,FCCPSL
窗口,praise,称颂赞美,favour,positive,FCCPSL
绝了,praise,称颂赞美,favour,positive,FCCPSL
竞艳,praise,称颂赞美,favour,positive,FCCPSL
本分,praise,称颂赞美,favour,positive,FCCPSL
无匹,praise,称颂赞美,favour,positive,FCCPSL
纤悉,praise,称颂赞美,favour,positive,FCCPSL
讨教,praise,称颂赞美,favour,positive,FCCPSL
相助,praise,称颂赞美,favour,positive,FCCPSL
旌麾,praise,称颂赞美,favour,positive,FCCPSL
叫好,praise,称颂赞美,favour,positive,FCCPSL
看在,praise,称颂赞美,favour,positive,FCCPSL
俭省,praise,称颂赞美,favour,positive,FCCPSL
隆盛,praise,称颂赞美,favour,positive,FCCPSL
并世,praise,称颂赞美,favour,positive,FCCPSL
逸韵,praise,称颂赞美,favour,positive,FCCPSL
在理,praise,称颂赞美,favour,positive,FCCPSL
夸口,praise,称颂赞美,favour,positive,FCCPSL
别趣,praise,称颂赞美,favour,positive,FCCPSL
归还,praise,称颂赞美,favour,positive,FCCPSL
德泽,praise,称颂赞美,favour,positive,FCCPSL
赤色,praise,称颂赞美,favour,positive,FCCPSL
匡济,praise,称颂赞美,favour,positive,FCCPSL
候教,praise,称颂赞美,favour,positive,FCCPSL
高寿,praise,称颂赞美,favour,positive,FCCPSL
轻倩,praise,称颂赞美,favour,positive,FCCPSL
见惠,praise,称颂赞美,favour,positive,FCCPSL
创意,praise,称颂赞美,favour,positive,FCCPSL
崔巍,praise,称颂赞美,favour,positive,FCCPSL
义师,praise,称颂赞美,favour,positive,FCCPSL
前修,praise,称颂赞美,favour,positive,FCCPSL
广宇,praise,称颂赞美,favour,positive,FCCPSL
成事,praise,称颂赞美,favour,positive,FCCPSL
不争,praise,称颂赞美,favour,positive,FCCPSL
名世,praise,称颂赞美,favour,positive,FCCPSL
嫡传,praise,称颂赞美,favour,positive,FCCPSL
镌刻,praise,称颂赞美,favour,positive,FCCPSL
能懂,praise,称颂赞美,favour,positive,FCCPSL
洞晓,praise,称颂赞美,favour,positive,FCCPSL
等身,praise,称颂赞美,favour,positive,FCCPSL
守职,praise,称颂赞美,favour,positive,FCCPSL
独尊,praise,称颂赞美,favour,positive,FCCPSL
医治,praise,称颂赞美,favour,positive,FCCPSL
打眼,praise,称颂赞美,favour,positive,FCCPSL
运筹,praise,称颂赞美,favour,positive,FCCPSL
峭直,praise,称颂赞美,favour,positive,FCCPSL
进贤,praise,称颂赞美,favour,positive,FCCPSL
芊眠,praise,称颂赞美,favour,positive,FCCPSL
称谢,praise,称颂赞美,favour,positive,FCCPSL
奖许,praise,称颂赞美,favour,positive,FCCPSL
费心,praise,称颂赞美,favour,positive,FCCPSL
奇瑰,praise,称颂赞美,favour,positive,FCCPSL
婉曼,praise,称颂赞美,favour,positive,FCCPSL
惠爱,praise,称颂赞美,favour,positive,FCCPSL
头领,praise,称颂赞美,favour,positive,FCCPSL
深味,praise,称颂赞美,favour,positive,FCCPSL
感言,praise,称颂赞美,favour,positive,FCCPSL
上缴,praise,称颂赞美,favour,positive,FCCPSL
民主,praise,称颂赞美,favour,positive,FCCPSL
沃饶,praise,称颂赞美,favour,positive,FCCPSL
合式,praise,称颂赞美,favour,positive,FCCPSL
豪勇,praise,称颂赞美,favour,positive,FCCPSL
气量,praise,称颂赞美,favour,positive,FCCPSL
再造,praise,称颂赞美,favour,positive,FCCPSL
解数,praise,称颂赞美,favour,positive,FCCPSL
惹眼,praise,称颂赞美,favour,positive,FCCPSL
德政,praise,称颂赞美,favour,positive,FCCPSL
幽郁,praise,称颂赞美,favour,positive,FCCPSL
成型,praise,称颂赞美,favour,positive,FCCPSL
征夫,praise,称颂赞美,favour,positive,FCCPSL
轻细,praise,称颂赞美,favour,positive,FCCPSL
差使,praise,称颂赞美,favour,positive,FCCPSL
清畅,praise,称颂赞美,favour,positive,FCCPSL
突击,praise,称颂赞美,favour,positive,FCCPSL
加码,praise,称颂赞美,favour,positive,FCCPSL
至密,praise,称颂赞美,favour,positive,FCCPSL
元配,praise,称颂赞美,favour,positive,FCCPSL
浅切,praise,称颂赞美,favour,positive,FCCPSL
秘诀,praise,称颂赞美,favour,positive,FCCPSL
深诚,praise,称颂赞美,favour,positive,FCCPSL
清深,praise,称颂赞美,favour,positive,FCCPSL
申论,praise,称颂赞美,favour,positive,FCCPSL
专业,praise,称颂赞美,favour,positive,FCCPSL
水平,praise,称颂赞美,favour,positive,FCCPSL
景深,praise,称颂赞美,favour,positive,FCCPSL
秾丽,praise,称颂赞美,favour,positive,FCCPSL
明道,praise,称颂赞美,favour,positive,FCCPSL
奇好,praise,称颂赞美,favour,positive,FCCPSL
守丧,praise,称颂赞美,favour,positive,FCCPSL
弥年,praise,称颂赞美,favour,positive,FCCPSL
点子,praise,称颂赞美,favour,positive,FCCPSL
极佳,praise,称颂赞美,favour,positive,FCCPSL
敢当,praise,称颂赞美,favour,positive,FCCPSL
淘金,praise,称颂赞美,favour,positive,FCCPSL
嘤咛,praise,称颂赞美,favour,positive,FCCPSL
致辞,praise,称颂赞美,favour,positive,FCCPSL
朴野,praise,称颂赞美,favour,positive,FCCPSL
乡俗,praise,称颂赞美,favour,positive,FCCPSL
烂烂,praise,称颂赞美,favour,positive,FCCPSL
奏功,praise,称颂赞美,favour,positive,FCCPSL
雄鸡,praise,称颂赞美,favour,positive,FCCPSL
清人,praise,称颂赞美,favour,positive,FCCPSL
至大,praise,称颂赞美,favour,positive,FCCPSL
霸业,praise,称颂赞美,favour,positive,FCCPSL
舳舻,praise,称颂赞美,favour,positive,FCCPSL
伺候,praise,称颂赞美,favour,positive,FCCPSL
进用,praise,称颂赞美,favour,positive,FCCPSL
学到,praise,称颂赞美,favour,positive,FCCPSL
清超,praise,称颂赞美,favour,positive,FCCPSL
浅浅,praise,称颂赞美,favour,positive,FCCPSL
压轴,praise,称颂赞美,favour,positive,FCCPSL
贵妇,praise,称颂赞美,favour,positive,FCCPSL
研究,praise,称颂赞美,favour,positive,FCCPSL
美色,praise,称颂赞美,favour,positive,FCCPSL
遮荫,praise,称颂赞美,favour,positive,FCCPSL
多言,praise,称颂赞美,favour,positive,FCCPSL
专意,praise,称颂赞美,favour,positive,FCCPSL
侍候,praise,称颂赞美,favour,positive,FCCPSL
凭肩,praise,称颂赞美,favour,positive,FCCPSL
断臂,praise,称颂赞美,favour,positive,FCCPSL
驱将,praise,称颂赞美,favour,positive,FCCPSL
购买,praise,称颂赞美,favour,positive,FCCPSL
认识,praise,称颂赞美,favour,positive,FCCPSL
最大,praise,称颂赞美,favour,positive,FCCPSL
清要,praise,称颂赞美,favour,positive,FCCPSL
佩戴,praise,称颂赞美,favour,positive,FCCPSL
活血,praise,称颂赞美,favour,positive,FCCPSL
工度,praise,称颂赞美,favour,positive,FCCPSL
谏言,praise,称颂赞美,favour,positive,FCCPSL
切直,praise,称颂赞美,favour,positive,FCCPSL
良材,praise,称颂赞美,favour,positive,FCCPSL
恰合,praise,称颂赞美,favour,positive,FCCPSL
栋梁,praise,称颂赞美,favour,positive,FCCPSL
作姿,praise,称颂赞美,favour,positive,FCCPSL
精刚,praise,称颂赞美,favour,positive,FCCPSL
赞人,praise,称颂赞美,favour,positive,FCCPSL
精用,praise,称颂赞美,favour,positive,FCCPSL
谏议,praise,称颂赞美,favour,positive,FCCPSL
啧啧,praise,称颂赞美,favour,positive,FCCPSL
恩赐,praise,称颂赞美,favour,positive,FCCPSL
诚信,praise,称颂赞美,favour,positive,FCCPSL
命妇,praise,称颂赞美,favour,positive,FCCPSL
不亚,praise,称颂赞美,favour,positive,FCCPSL
赠与,praise,称颂赞美,favour,positive,FCCPSL
更新,praise,称颂赞美,favour,positive,FCCPSL
争艳,praise,称颂赞美,favour,positive,FCCPSL
墨客,praise,称颂赞美,favour,positive,FCCPSL
有画,praise,称颂赞美,favour,positive,FCCPSL
野趣,praise,称颂赞美,favour,positive,FCCPSL
活象,praise,称颂赞美,favour,positive,FCCPSL
幽姿,praise,称颂赞美,favour,positive,FCCPSL
曳裾,praise,称颂赞美,favour,positive,FCCPSL
铿铮,praise,称颂赞美,favour,positive,FCCPSL
国色,praise,称颂赞美,favour,positive,FCCPSL
献呈,praise,称颂赞美,favour,positive,FCCPSL
玉佩,praise,称颂赞美,favour,positive,FCCPSL
疾速,praise,称颂赞美,favour,positive,FCCPSL
指点,praise,称颂赞美,favour,positive,FCCPSL
向阳,praise,称颂赞美,favour,positive,FCCPSL
雅事,praise,称颂赞美,favour,positive,FCCPSL
诗婉,praise,称颂赞美,favour,positive,FCCPSL
红线,praise,称颂赞美,favour,positive,FCCPSL
柔密,praise,称颂赞美,favour,positive,FCCPSL
进奉,praise,称颂赞美,favour,positive,FCCPSL
呈奉,praise,称颂赞美,favour,positive,FCCPSL
堕入,praise,称颂赞美,favour,positive,FCCPSL
高绝,praise,称颂赞美,favour,positive,FCCPSL
长老,praise,称颂赞美,favour,positive,FCCPSL
精专,praise,称颂赞美,favour,positive,FCCPSL
期满,praise,称颂赞美,favour,positive,FCCPSL
人文,praise,称颂赞美,favour,positive,FCCPSL
奥衍,praise,称颂赞美,favour,positive,FCCPSL
谋求,praise,称颂赞美,favour,positive,FCCPSL
轻浅,praise,称颂赞美,favour,positive,FCCPSL
擅于,praise,称颂赞美,favour,positive,FCCPSL
检讨,praise,称颂赞美,favour,positive,FCCPSL
服气,praise,称颂赞美,favour,positive,FCCPSL
倾怀,praise,称颂赞美,favour,positive,FCCPSL
思客,praise,称颂赞美,favour,positive,FCCPSL
盼盼,praise,称颂赞美,favour,positive,FCCPSL
忠真,praise,称颂赞美,favour,positive,FCCPSL
可歌,praise,称颂赞美,favour,positive,FCCPSL
最强,praise,称颂赞美,favour,positive,FCCPSL
蝉连,praise,称颂赞美,favour,positive,FCCPSL
韬晦,praise,称颂赞美,favour,positive,FCCPSL
明示,praise,称颂赞美,favour,positive,FCCPSL
克己,praise,称颂赞美,favour,positive,FCCPSL
勤政,praise,称颂赞美,favour,positive,FCCPSL
玉手,praise,称颂赞美,favour,positive,FCCPSL
勇为,praise,称颂赞美,favour,positive,FCCPSL
丰艳,praise,称颂赞美,favour,positive,FCCPSL
透澈,praise,称颂赞美,favour,positive,FCCPSL
坚密,praise,称颂赞美,favour,positive,FCCPSL
幽绝,praise,称颂赞美,favour,positive,FCCPSL
写真,praise,称颂赞美,favour,positive,FCCPSL
效用,praise,称颂赞美,favour,positive,FCCPSL
傲立,praise,称颂赞美,favour,positive,FCCPSL
忠愤,praise,称颂赞美,favour,positive,FCCPSL
称诵,praise,称颂赞美,favour,positive,FCCPSL
幽森,praise,称颂赞美,favour,positive,FCCPSL
冷艳,praise,称颂赞美,favour,positive,FCCPSL
鬼才,praise,称颂赞美,favour,positive,FCCPSL
现代,praise,称颂赞美,favour,positive,FCCPSL
经略,praise,称颂赞美,favour,positive,FCCPSL
慓悍,praise,称颂赞美,favour,positive,FCCPSL
永驻,praise,称颂赞美,favour,positive,FCCPSL
威赫,praise,称颂赞美,favour,positive,FCCPSL
安平,praise,称颂赞美,favour,positive,FCCPSL
英威,praise,称颂赞美,favour,positive,FCCPSL
凌人,praise,称颂赞美,favour,positive,FCCPSL
光丽,praise,称颂赞美,favour,positive,FCCPSL
纤长,praise,称颂赞美,favour,positive,FCCPSL
端硕,praise,称颂赞美,favour,positive,FCCPSL
巧技,praise,称颂赞美,favour,positive,FCCPSL
神功,praise,称颂赞美,favour,positive,FCCPSL
坚厚,praise,称颂赞美,favour,positive,FCCPSL
拔节,praise,称颂赞美,favour,positive,FCCPSL
挺长,praise,称颂赞美,favour,positive,FCCPSL
养心,praise,称颂赞美,favour,positive,FCCPSL
唯一,praise,称颂赞美,favour,positive,FCCPSL
幅度,praise,称颂赞美,favour,positive,FCCPSL
帝皇,praise,称颂赞美,favour,positive,FCCPSL
华风,praise,称颂赞美,favour,positive,FCCPSL
知识,praise,称颂赞美,favour,positive,FCCPSL
品质,praise,称颂赞美,favour,positive,FCCPSL
欣愉,praise,称颂赞美,favour,positive,FCCPSL
玫瑰,praise,称颂赞美,favour,positive,FCCPSL
高节,praise,称颂赞美,favour,positive,FCCPSL
七彩,praise,称颂赞美,favour,positive,FCCPSL
高挑,praise,称颂赞美,favour,positive,FCCPSL
柔细,praise,称颂赞美,favour,positive,FCCPSL
匀缓,praise,称颂赞美,favour,positive,FCCPSL
爱眼,praise,称颂赞美,favour,positive,FCCPSL
敢死,praise,称颂赞美,favour,positive,FCCPSL
磊磊,praise,称颂赞美,favour,positive,FCCPSL
天狼,praise,称颂赞美,favour,positive,FCCPSL
精成,praise,称颂赞美,favour,positive,FCCPSL
整顿,praise,称颂赞美,favour,positive,FCCPSL
祭品,praise,称颂赞美,favour,positive,FCCPSL
登天,praise,称颂赞美,favour,positive,FCCPSL
至精,praise,称颂赞美,favour,positive,FCCPSL
挚热,praise,称颂赞美,favour,positive,FCCPSL
浅直,praise,称颂赞美,favour,positive,FCCPSL
浮丽,praise,称颂赞美,favour,positive,FCCPSL
赞夸,praise,称颂赞美,favour,positive,FCCPSL
多才,praise,称颂赞美,favour,positive,FCCPSL
赋别,praise,称颂赞美,favour,positive,FCCPSL
猛毅,praise,称颂赞美,favour,positive,FCCPSL
集权,praise,称颂赞美,favour,positive,FCCPSL
天王,praise,称颂赞美,favour,positive,FCCPSL
当仁,praise,称颂赞美,favour,positive,FCCPSL
攀追,praise,称颂赞美,favour,positive,FCCPSL
愬武,praise,称颂赞美,favour,positive,FCCPSL
屈宋,praise,称颂赞美,favour,positive,FCCPSL
雄勇,praise,称颂赞美,favour,positive,FCCPSL
簇拥,praise,称颂赞美,favour,positive,FCCPSL
协商,praise,称颂赞美,favour,positive,FCCPSL
明经,praise,称颂赞美,favour,positive,FCCPSL
宏志,praise,称颂赞美,favour,positive,FCCPSL
彩凤,praise,称颂赞美,favour,positive,FCCPSL
坚订,praise,称颂赞美,favour,positive,FCCPSL
孤清,praise,称颂赞美,favour,positive,FCCPSL
巧丽,praise,称颂赞美,favour,positive,FCCPSL
竭忠,praise,称颂赞美,favour,positive,FCCPSL
周当,praise,称颂赞美,favour,positive,FCCPSL
周后,praise,称颂赞美,favour,positive,FCCPSL
纤柔,praise,称颂赞美,favour,positive,FCCPSL
绝作,praise,称颂赞美,favour,positive,FCCPSL
文通,praise,称颂赞美,favour,positive,FCCPSL
貌美,praise,称颂赞美,favour,positive,FCCPSL
上演,praise,称颂赞美,favour,positive,FCCPSL
挽回,praise,称颂赞美,favour,positive,FCCPSL
雅乐,praise,称颂赞美,favour,positive,FCCPSL
轻明,praise,称颂赞美,favour,positive,FCCPSL
盛展,praise,称颂赞美,favour,positive,FCCPSL
如约,praise,称颂赞美,favour,positive,FCCPSL
苍亮,praise,称颂赞美,favour,positive,FCCPSL
请示,praise,称颂赞美,favour,positive,FCCPSL
轻微,praise,称颂赞美,favour,positive,FCCPSL
栽培,praise,称颂赞美,favour,positive,FCCPSL
良辰,praise,称颂赞美,favour,positive,FCCPSL
清绝,praise,称颂赞美,favour,positive,FCCPSL
蔚蓝,praise,称颂赞美,favour,positive,FCCPSL
流光,praise,称颂赞美,favour,positive,FCCPSL
强近,praise,称颂赞美,favour,positive,FCCPSL
师礼,praise,称颂赞美,favour,positive,FCCPSL
胜处,praise,称颂赞美,favour,positive,FCCPSL
下来,praise,称颂赞美,favour,positive,FCCPSL
疏朗,praise,称颂赞美,favour,positive,FCCPSL
花卉,praise,称颂赞美,favour,positive,FCCPSL
经帙,praise,称颂赞美,favour,positive,FCCPSL
拘实,praise,称颂赞美,favour,positive,FCCPSL
灵药,praise,称颂赞美,favour,positive,FCCPSL
幽微,praise,称颂赞美,favour,positive,FCCPSL
心肠,praise,称颂赞美,favour,positive,FCCPSL
览观,praise,称颂赞美,favour,positive,FCCPSL
清寥,praise,称颂赞美,favour,positive,FCCPSL
平行,praise,称颂赞美,favour,positive,FCCPSL
清刚,praise,称颂赞美,favour,positive,FCCPSL
钐利,praise,称颂赞美,favour,positive,FCCPSL
健爽,praise,称颂赞美,favour,positive,FCCPSL
湛碧,praise,称颂赞美,favour,positive,FCCPSL
凝脂,praise,称颂赞美,favour,positive,FCCPSL
刷新,praise,称颂赞美,favour,positive,FCCPSL
豁洪,praise,称颂赞美,favour,positive,FCCPSL
擅用,praise,称颂赞美,favour,positive,FCCPSL
清滑,praise,称颂赞美,favour,positive,FCCPSL
窈袅,praise,称颂赞美,favour,positive,FCCPSL
崭崭,praise,称颂赞美,favour,positive,FCCPSL
朝辉,praise,称颂赞美,favour,positive,FCCPSL
惜金,praise,称颂赞美,favour,positive,FCCPSL
神秀,praise,称颂赞美,favour,positive,FCCPSL
保姆,praise,称颂赞美,favour,positive,FCCPSL
高阳,praise,称颂赞美,favour,positive,FCCPSL
扶引,praise,称颂赞美,favour,positive,FCCPSL
圆美,praise,称颂赞美,favour,positive,FCCPSL
绰绰,praise,称颂赞美,favour,positive,FCCPSL
春泉,praise,称颂赞美,favour,positive,FCCPSL
娉娉,praise,称颂赞美,favour,positive,FCCPSL
秀艳,praise,称颂赞美,favour,positive,FCCPSL
清隽,praise,称颂赞美,favour,positive,FCCPSL
清狂,praise,称颂赞美,favour,positive,FCCPSL
团练,praise,称颂赞美,favour,positive,FCCPSL
浑圆,praise,称颂赞美,favour,positive,FCCPSL
花俏,praise,称颂赞美,favour,positive,FCCPSL
清热,praise,称颂赞美,favour,positive,FCCPSL
成形,praise,称颂赞美,favour,positive,FCCPSL
客礼,praise,称颂赞美,favour,positive,FCCPSL
称绝,praise,称颂赞美,favour,positive,FCCPSL
妙经,praise,称颂赞美,favour,positive,FCCPSL
霸才,praise,称颂赞美,favour,positive,FCCPSL
胯下,praise,称颂赞美,favour,positive,FCCPSL
才人,praise,称颂赞美,favour,positive,FCCPSL
清蔚,praise,称颂赞美,favour,positive,FCCPSL
澄洁,praise,称颂赞美,favour,positive,FCCPSL
菩萨,praise,称颂赞美,favour,positive,FCCPSL
聘用,praise,称颂赞美,favour,positive,FCCPSL
羁侠,praise,称颂赞美,favour,positive,FCCPSL
悠深,praise,称颂赞美,favour,positive,FCCPSL
机虑,praise,称颂赞美,favour,positive,FCCPSL
拥立,praise,称颂赞美,favour,positive,FCCPSL
泼泼,praise,称颂赞美,favour,positive,FCCPSL
孝廉,praise,称颂赞美,favour,positive,FCCPSL
醇正,praise,称颂赞美,favour,positive,FCCPSL
善长,praise,称颂赞美,favour,positive,FCCPSL
威烈,praise,称颂赞美,favour,positive,FCCPSL
雅会,praise,称颂赞美,favour,positive,FCCPSL
驯养,praise,称颂赞美,favour,positive,FCCPSL
腾达,praise,称颂赞美,favour,positive,FCCPSL
熔铸,praise,称颂赞美,favour,positive,FCCPSL
解年,praise,称颂赞美,favour,positive,FCCPSL
调整,praise,称颂赞美,favour,positive,FCCPSL
英敏,praise,称颂赞美,favour,positive,FCCPSL
誓功,praise,称颂赞美,favour,positive,FCCPSL
至圣,praise,称颂赞美,favour,positive,FCCPSL
中庸,praise,称颂赞美,favour,positive,FCCPSL
劝世,praise,称颂赞美,favour,positive,FCCPSL
雕花,praise,称颂赞美,favour,positive,FCCPSL
冷隽,praise,称颂赞美,favour,positive,FCCPSL
适于,praise,称颂赞美,favour,positive,FCCPSL
知情,praise,称颂赞美,favour,positive,FCCPSL
踏足,praise,称颂赞美,favour,positive,FCCPSL
丹霞,praise,称颂赞美,favour,positive,FCCPSL
朴涩,praise,称颂赞美,favour,positive,FCCPSL
中举,praise,称颂赞美,favour,positive,FCCPSL
幽豁,praise,称颂赞美,favour,positive,FCCPSL
永葆,praise,称颂赞美,favour,positive,FCCPSL
重建,praise,称颂赞美,favour,positive,FCCPSL
油油,praise,称颂赞美,favour,positive,FCCPSL
寡欲,praise,称颂赞美,favour,positive,FCCPSL
绝缘,praise,称颂赞美,favour,positive,FCCPSL
和音,praise,称颂赞美,favour,positive,FCCPSL
端严,praise,称颂赞美,favour,positive,FCCPSL
密封,praise,称颂赞美,favour,positive,FCCPSL
水准,praise,称颂赞美,favour,positive,FCCPSL
统驭,praise,称颂赞美,favour,positive,FCCPSL
多味,praise,称颂赞美,favour,positive,FCCPSL
名号,praise,称颂赞美,favour,positive,FCCPSL
请益,praise,称颂赞美,favour,positive,FCCPSL
争妍,praise,称颂赞美,favour,positive,FCCPSL
克用,praise,称颂赞美,favour,positive,FCCPSL
诞生,praise,称颂赞美,favour,positive,FCCPSL
扛鼎,praise,称颂赞美,favour,positive,FCCPSL
霸图,praise,称颂赞美,favour,positive,FCCPSL
有国,praise,称颂赞美,favour,positive,FCCPSL
感觉,praise,称颂赞美,favour,positive,FCCPSL
彩色,praise,称颂赞美,favour,positive,FCCPSL
奇姿,praise,称颂赞美,favour,positive,FCCPSL
海归,praise,称颂赞美,favour,positive,FCCPSL
清显,praise,称颂赞美,favour,positive,FCCPSL
寸权,praise,称颂赞美,favour,positive,FCCPSL
开平,praise,称颂赞美,favour,positive,FCCPSL
入意,praise,称颂赞美,favour,positive,FCCPSL
护膝,praise,称颂赞美,favour,positive,FCCPSL
无邪,praise,称颂赞美,favour,positive,FCCPSL
明眼,praise,称颂赞美,favour,positive,FCCPSL
顾身,praise,称颂赞美,favour,positive,FCCPSL
全忠,praise,称颂赞美,favour,positive,FCCPSL
巨烈,praise,称颂赞美,favour,positive,FCCPSL
谋画,praise,称颂赞美,favour,positive,FCCPSL
明着,praise,称颂赞美,favour,positive,FCCPSL
舍心,praise,称颂赞美,favour,positive,FCCPSL
垂立,praise,称颂赞美,favour,positive,FCCPSL
春华,praise,称颂赞美,favour,positive,FCCPSL
宏美,praise,称颂赞美,favour,positive,FCCPSL
实力,praise,称颂赞美,favour,positive,FCCPSL
红杏,praise,称颂赞美,favour,positive,FCCPSL
贯成,praise,称颂赞美,favour,positive,FCCPSL
敬称,praise,称颂赞美,favour,positive,FCCPSL
冲刺,praise,称颂赞美,favour,positive,FCCPSL
兵连,praise,称颂赞美,favour,positive,FCCPSL
良民,praise,称颂赞美,favour,positive,FCCPSL
茂实,praise,称颂赞美,favour,positive,FCCPSL
重处,praise,称颂赞美,favour,positive,FCCPSL
轻爽,praise,称颂赞美,favour,positive,FCCPSL
蹙眉,praise,称颂赞美,favour,positive,FCCPSL
名目,praise,称颂赞美,favour,positive,FCCPSL
酷肖,praise,称颂赞美,favour,positive,FCCPSL
素艳,praise,称颂赞美,favour,positive,FCCPSL
芳洁,praise,称颂赞美,favour,positive,FCCPSL
死难,praise,称颂赞美,favour,positive,FCCPSL
刚猛,praise,称颂赞美,favour,positive,FCCPSL
培训,praise,称颂赞美,favour,positive,FCCPSL
素美,praise,称颂赞美,favour,positive,FCCPSL
勤学,praise,称颂赞美,favour,positive,FCCPSL
童话,praise,称颂赞美,favour,positive,FCCPSL
点节,praise,称颂赞美,favour,positive,FCCPSL
