ID,sample_id,花名,月份,朝代,作者,诗名,snow_polarity_analysis,snow_polarity_poem,snow_polarity_combined,snow_sentiment_analysis,dominant_emotion_analysis,dominant_emotion_poem,dominant_emotion_combined,dominant_score_analysis,emo_joy,emo_sorrow,emo_longing,emo_bold,emo_elegant,emo_serene,emo_resentment,emo_anxiety,emotion_vec_analysis,emotion_vec_poem,emotion_vec_combined
329,56,月季,四月,宋,杨万里,腊前月季,1.0,0.1439,1.0,positive,joy,joy,joy,0.013,0.012973,0.0,0.0,0.008649,0.0,0.0,0.0,0.0,"{""joy"": 0.012973, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.008649, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.013}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.012245, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.008163, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0122}"
327,57,玉兰,四月,清,陈维崧,东风第一枝,1.0,0.9999,1.0,positive,serene,joy,serene,0.0058,0.0,0.0,0.0,0.0,0.004096,0.005802,0.0,0.0,"{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.004096, ""serene"": 0.005802, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0058}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.003785, ""serene"": 0.005363, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0054}"
321,58,李花,四月,元,郑韶,梨 花,1.0,0.9747,1.0,positive,longing,longing,longing,0.0148,0.0,0.013453,0.014798,0.001794,0.0,0.002242,0.002691,0.0,"{""joy"": 0.0, ""sorrow"": 0.013453, ""longing"": 0.014798, ""bold"": 0.001794, ""elegant"": 0.0, ""serene"": 0.002242, ""resentment"": 0.002691, ""anxiety"": 0.0, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0148}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.225, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.225}","{""joy"": 0.0, ""sorrow"": 0.013216, ""longing"": 0.018502, ""bold"": 0.001762, ""elegant"": 0.0, ""serene"": 0.002203, ""resentment"": 0.002643, ""anxiety"": 0.0, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0185}"
228,59,桃花,四月,明,赵福元,桃 花,1.0,1.0,1.0,positive,joy,joy,joy,0.0158,0.015801,0.0,0.0,0.0,0.001806,0.002257,0.0,0.003386,"{""joy"": 0.015801, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.001806, ""serene"": 0.002257, ""resentment"": 0.0, ""anxiety"": 0.003386, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0158}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.014768, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.001688, ""serene"": 0.00211, ""resentment"": 0.0, ""anxiety"": 0.003165, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0148}"
291,60,杏花,四月,明,陈子龙,画堂春,1.0,0.9746,1.0,positive,anxiety,joy,anxiety,0.0084,0.006723,0.003361,0.0,0.002801,0.002801,0.005602,0.003361,0.008403,"{""joy"": 0.006723, ""sorrow"": 0.003361, ""longing"": 0.0, ""bold"": 0.002801, ""elegant"": 0.002801, ""serene"": 0.005602, ""resentment"": 0.003361, ""anxiety"": 0.008403, ""dominant_emotion"": ""anxiety"", ""dominant_score"": 0.0084}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.006522, ""sorrow"": 0.003261, ""longing"": 0.0, ""bold"": 0.002717, ""elegant"": 0.002717, ""serene"": 0.005435, ""resentment"": 0.003261, ""anxiety"": 0.008152, ""dominant_emotion"": ""anxiety"", ""dominant_score"": 0.0082}"
259,61,桃花,四月,宋,贺铸,定风波,1.0,0.4368,1.0,positive,sorrow,joy,sorrow,0.0038,0.0,0.003807,0.003807,0.0,0.0,0.0,0.0,0.0,"{""joy"": 0.0, ""sorrow"": 0.003807, ""longing"": 0.003807, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""sorrow"", ""dominant_score"": 0.0038}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.0, ""sorrow"": 0.003659, ""longing"": 0.003659, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""sorrow"", ""dominant_score"": 0.0037}"
260,62,桃花,四月,宋,王沂孙,露 华,1.0,1.0,1.0,positive,longing,joy,longing,0.0187,0.0,0.006996,0.018656,0.0,0.010288,0.006447,0.0,0.0,"{""joy"": 0.0, ""sorrow"": 0.006996, ""longing"": 0.018656, ""bold"": 0.0, ""elegant"": 0.010288, ""serene"": 0.006447, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0187}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.0, ""sorrow"": 0.006791, ""longing"": 0.018109, ""bold"": 0.0, ""elegant"": 0.009987, ""serene"": 0.006258, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0181}"
266,63,杏花,四月,宋,王安石,杏‘ 花,1.0,0.9713,1.0,positive,longing,joy,longing,0.0046,0.002469,0.0,0.00463,0.0,0.0,0.0,0.003086,0.0,"{""joy"": 0.002469, ""sorrow"": 0.0, ""longing"": 0.00463, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.003086, ""anxiety"": 0.0, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0046}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.002381, ""sorrow"": 0.0, ""longing"": 0.004464, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.002976, ""anxiety"": 0.0, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0045}"
255,64,桃花,四月,明,陈宪章,潘岳爱桃,1.0,0.9308,1.0,positive,joy,joy,joy,0.0087,0.008726,0.004245,0.003538,0.00566,0.0,0.002358,0.002358,0.0,"{""joy"": 0.008726, ""sorrow"": 0.004245, ""longing"": 0.003538, ""bold"": 0.00566, ""elegant"": 0.0, ""serene"": 0.002358, ""resentment"": 0.002358, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0087}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.008545, ""sorrow"": 0.004157, ""longing"": 0.003464, ""bold"": 0.005543, ""elegant"": 0.0, ""serene"": 0.002309, ""resentment"": 0.002309, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0085}"
268,65,杏花,四月,唐,韩愈,杏 花,1.0,1.0,1.0,positive,resentment,anxiety,resentment,0.0127,0.0,0.0,0.0,0.0,0.0,0.002008,0.012651,0.004618,"{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.002008, ""resentment"": 0.012651, ""anxiety"": 0.004618, ""dominant_emotion"": ""resentment"", ""dominant_score"": 0.0127}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.038462, ""dominant_emotion"": ""anxiety"", ""dominant_score"": 0.0385}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.001862, ""resentment"": 0.011732, ""anxiety"": 0.007076, ""dominant_emotion"": ""resentment"", ""dominant_score"": 0.0117}"
286,66,杏花,四月,宋,叶绍翁,游园不值,1.0,0.001,1.0,positive,joy,joy,joy,0.0039,0.003866,0.0,0.003866,0.0,0.0,0.002577,0.0,0.0,"{""joy"": 0.003866, ""sorrow"": 0.0, ""longing"": 0.003866, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.002577, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0039}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.003788, ""sorrow"": 0.0, ""longing"": 0.003788, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.002525, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0038}"
542,67,芍药,四月,宋,韩元吉,浪淘沙,1.0,0.9786,1.0,positive,longing,joy,longing,0.0103,0.0,0.0,0.010309,0.0,0.0,0.009536,0.004639,0.0,"{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.010309, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.009536, ""resentment"": 0.004639, ""anxiety"": 0.0, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0103}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.00995, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.009204, ""resentment"": 0.004478, ""anxiety"": 0.0, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.01}"
543,68,芍药,四月,宋,卢祖皋,水龙吟,1.0,1.0,1.0,positive,sorrow,joy,sorrow,0.0082,0.00218,0.008174,0.0,0.0,0.00327,0.001907,0.0,0.0,"{""joy"": 0.00218, ""sorrow"": 0.008174, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.00327, ""serene"": 0.001907, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""sorrow"", ""dominant_score"": 0.0082}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.002025, ""sorrow"": 0.007595, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.003038, ""serene"": 0.001772, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""sorrow"", ""dominant_score"": 0.0076}"
544,69,芍药,四月,宋,晁补之,望海潮,1.0,1.0,1.0,positive,joy,joy,joy,0.0136,0.013625,0.0,0.0,0.0,0.0,0.002571,0.0,0.0,"{""joy"": 0.013625, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.002571, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0136}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.012619, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.002381, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0126}"
559,70,杜鹃,四月,宋,辛弃疾,定风波,1.0,0.2701,1.0,positive,sorrow,joy,sorrow,0.01,0.00166,0.009959,0.0,0.0,0.0,0.0,0.003112,0.00332,"{""joy"": 0.00166, ""sorrow"": 0.009959, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.003112, ""anxiety"": 0.00332, ""dominant_emotion"": ""sorrow"", ""dominant_score"": 0.01}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.001603, ""sorrow"": 0.009619, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.003006, ""anxiety"": 0.003206, ""dominant_emotion"": ""sorrow"", ""dominant_score"": 0.0096}"
564,71,虞美人,四月,宋,姜夔,赋虞美人草,1.0,1.0,1.0,positive,bold,joy,bold,0.0206,0.0,0.005181,0.003109,0.020553,0.001382,0.001727,0.008808,0.003454,"{""joy"": 0.0, ""sorrow"": 0.005181, ""longing"": 0.003109, ""bold"": 0.020553, ""elegant"": 0.001382, ""serene"": 0.001727, ""resentment"": 0.008808, ""anxiety"": 0.003454, ""dominant_emotion"": ""bold"", ""dominant_score"": 0.0206}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.0, ""sorrow"": 0.005068, ""longing"": 0.003041, ""bold"": 0.020101, ""elegant"": 0.001351, ""serene"": 0.001689, ""resentment"": 0.008615, ""anxiety"": 0.003378, ""dominant_emotion"": ""bold"", ""dominant_score"": 0.0201}"
569,72,虞美人,四月,清,许氏,虞美人,1.0,0.9742,1.0,positive,joy,joy,joy,0.0087,0.008672,0.004065,0.00813,0.005962,0.0,0.0,0.004065,0.0,"{""joy"": 0.008672, ""sorrow"": 0.004065, ""longing"": 0.00813, ""bold"": 0.005962, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.004065, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0087}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.008443, ""sorrow"": 0.003958, ""longing"": 0.007916, ""bold"": 0.005805, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.003958, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0084}"
610,73,石竹,五月,宋,张耒,石竹花,1.0,0.9886,1.0,positive,elegant,joy,elegant,0.0374,0.014141,0.0,0.0,0.0,0.037374,0.010101,0.007576,0.00404,"{""joy"": 0.014141, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.037374, ""serene"": 0.010101, ""resentment"": 0.007576, ""anxiety"": 0.00404, ""dominant_emotion"": ""elegant"", ""dominant_score"": 0.0374}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.013527, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.035749, ""serene"": 0.009662, ""resentment"": 0.007246, ""anxiety"": 0.003865, ""dominant_emotion"": ""elegant"", ""dominant_score"": 0.0357}"
600,74,榴花,五月,宋,欧阳修,西园石榴开,1.0,0.9884,1.0,positive,joy,joy,joy,0.0133,0.01326,0.0,0.0,0.009945,0.0,0.005525,0.0,0.0,"{""joy"": 0.01326, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.009945, ""elegant"": 0.0, ""serene"": 0.005525, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0133}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.01206, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.009045, ""elegant"": 0.0, ""serene"": 0.005025, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0121}"
595,75,榴花,五月,唐,李白,咏邻女东窗海石榴,1.0,0.1333,1.0,positive,joy,joy,joy,0.0061,0.006061,0.0,0.0,0.0,0.006061,0.0,0.0,0.00404,"{""joy"": 0.006061, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.006061, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.00404, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0061}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.005607, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.005607, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.003738, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0056}"
596,76,榴花,五月,宋,苏辙,赋园中所有,1.0,0.9999,1.0,positive,sorrow,sorrow,sorrow,0.0117,0.00878,0.011707,0.0,0.005854,0.0,0.007317,0.009756,0.009756,"{""joy"": 0.00878, ""sorrow"": 0.011707, ""longing"": 0.0, ""bold"": 0.005854, ""elegant"": 0.0, ""serene"": 0.007317, ""resentment"": 0.009756, ""anxiety"": 0.009756, ""dominant_emotion"": ""sorrow"", ""dominant_score"": 0.0117}","{""joy"": 0.0, ""sorrow"": 0.08, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""sorrow"", ""dominant_score"": 0.08}","{""joy"": 0.008182, ""sorrow"": 0.016364, ""longing"": 0.0, ""bold"": 0.005455, ""elegant"": 0.0, ""serene"": 0.006818, ""resentment"": 0.009091, ""anxiety"": 0.009091, ""dominant_emotion"": ""sorrow"", ""dominant_score"": 0.0164}"
597,77,榴花,五月,明,吴宽,榴 花,1.0,0.7642,1.0,positive,joy,joy,joy,0.0166,0.016601,0.0,0.0,0.0,0.003953,0.003953,0.005929,0.0,"{""joy"": 0.016601, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.003953, ""serene"": 0.003953, ""resentment"": 0.005929, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0166}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.015789, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.003759, ""serene"": 0.003759, ""resentment"": 0.005639, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0158}"
608,78,榴花,五月,宋,苏轼,贺新郎,1.0,0.9598,1.0,positive,elegant,joy,elegant,0.0108,0.001327,0.00597,0.0,0.0,0.010779,0.005307,0.002488,0.002488,"{""joy"": 0.001327, ""sorrow"": 0.00597, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.010779, ""serene"": 0.005307, ""resentment"": 0.002488, ""anxiety"": 0.002488, ""dominant_emotion"": ""elegant"", ""dominant_score"": 0.0108}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.001276, ""sorrow"": 0.005742, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.010367, ""serene"": 0.005104, ""resentment"": 0.002392, ""anxiety"": 0.002392, ""dominant_emotion"": ""elegant"", ""dominant_score"": 0.0104}"
598,79,榴花,五月,金,元格,榴 花,1.0,1.0,1.0,positive,joy,joy,joy,0.0222,0.022222,0.0,0.0,0.0,0.0,0.0,0.0,0.008333,"{""joy"": 0.022222, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.008333, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0222}","{""joy"": 0.015789, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.015789, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0158}","{""joy"": 0.02, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.010909, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.02}"
615,80,栀子花,五月,宋,朱淑真,栀 子,1.0,0.8417,1.0,positive,serene,serene,serene,0.0042,0.001961,0.0,0.0,0.0,0.0,0.004167,0.0,0.0,"{""joy"": 0.001961, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.004167, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0042}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.142857, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.1429}","{""joy"": 0.001928, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.006506, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0065}"
599,81,榴花,五月,唐,温庭筠,海 榴,1.0,0.6466,1.0,positive,longing,joy,longing,0.0299,0.0,0.0,0.02988,0.0,0.0,0.003187,0.0,0.0,"{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.02988, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.003187, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0299}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.028846, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.003077, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0288}"
614,82,栀子花,五月,唐,王建,雨过山村,1.0,1.0,1.0,positive,joy,serene,serene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.013559, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0136}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.003162, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0032}"
601,83,榴花,五月,宋,朱熹,榴 花,1.0,0.9008,1.0,positive,sorrow,joy,sorrow,0.0235,0.0,0.023529,0.0,0.0,0.0,0.0,0.0,0.0,"{""joy"": 0.0, ""sorrow"": 0.023529, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""sorrow"", ""dominant_score"": 0.0235}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.0, ""sorrow"": 0.0225, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""sorrow"", ""dominant_score"": 0.0225}"
